"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"MQ4PF","1112","arrow","SGC4B","winter22","asynch","Male",21,"Korean","Second","South Korea","I tried my best on each question",4,3,2,"The grid, which I assume was a control, was quite distractive.","N/A - just a little sleepy",20.8559333333333,3,"chrome",1536,714,0.547749064660829,11.9375,0.916249191984486,0,0,1,1,-11,0.0769230769230769,7.8055,36.0253846153846,4.848,93.446,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",25.782,0,-1,"Orthogonal",62.939,0,"Orthogonal",15.89,0,"Orthogonal",73.945,0,-5,2.8621,1,-6,4.9434
"MTTJL","1113","cross","SGC4B","winter22","asynch","Male",21,"Mandarin","Second","China","I tried my best on each question",3,4,2,"","",5.63921666666667,1,"chrome",1368,769,8.64807692307692,1.62615815556992,6.71590174531351,0,0,9,9,7,0.692307692307692,3.52646666666667,16.276,2.545,54.515,9,2,1,0,1,1,1,0,0,-1,"Orthogonal",12.928,1,1,"Triangular",16.571,1,"Triangular",54.515,0,"Tversky",2.545,3,1,1.34868333333333,6,6,2.17778333333333
"MTVVC","1113","cross","SGC4B","winter22","asynch","Male",24,"English","Fourth","United States","I tried my best on each question",3,3,3,"","No",15.6535333333333,1,"chrome",1600,789,0.504729584141349,10.7564102564103,-0.794602456367162,0,0,0,1,-10.5,0.0769230769230769,10.5910666666667,48.8818461538462,11.454,194.73,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",11.454,1,1,"Triangular",194.73,0,"Orthogonal",34.315,0,"Orthogonal",56.509,1,-2.5,5.28198333333333,0,-8,5.30908333333333
"N2UOM","1113","cross","SGC4B","winter22","asynch","Male",22,"English","Fourth","U.S.","I tried my best on each question",1,5,3,"","no",6.19325,1,"chrome",1600,781,11.9333333333333,-0.469079939668175,8.08974358974359,0,0,12,12,11.5,0.923076923076923,3.3449,15.438,7.136,34.194,12,0,0,0,1,0,1,0,1,1,"Triangular",22.735,1,1,"Triangular",19.26,1,"Triangular",28.995,1,"Triangular",18.734,5,5,1.1949,7,6.5,2.15
"N4119","1113","cross","SGC4B","winter22","asynch","Female",20,"English","Third","USA","I tried my best on each question",3,2,3,"","",6.88711666666667,1,"chrome",1422,684,6.50998168498169,5.84282482223659,3.24496336996337,0,0,7,7,1,0.538461538461538,4.50601666666667,20.797,6.422,44.502,7,6,0,0,0,0,0,0,0,-1,"Orthogonal",17.946,1,1,"Triangular",44.502,0,"Orthogonal",23.916,1,"Triangular",13.268,1,-3,2.16106666666667,6,4,2.34495
"NCUFD","1112","arrow","SGC4B","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question",2,4,3,"","",17.30185,2,"chrome",1440,789,0.422749064660829,12.9230769230769,-0.288407670760612,0,0,0,0,-11.5,0,13.4468,62.0621538461538,8.605,283.702,0,12,0,0,1,1,0,0,0,-1,"Orthogonal",18.625,0,0.5,"both tri + orth",283.702,0,"Orthogonal",19.226,0,"Orthogonal",47.884,0,-3.5,8.22905,0,-8,5.21775
"NGK82","11111","point","SGC4B","winter22","asynch","Male",19,"Spanish","Second","United States","I tried my best on each question",1,5,5,"","no",15.4775166666667,1,"chrome",1464,868,13,-0.62384184443008,8.08974358974359,0,0,12,13,13,1,9.02448333333333,41.6514615384615,11.866,186.074,13,0,0,0,0,0,0,0,1,1,"Triangular",186.074,1,1,"Triangular",72.523,1,"Triangular",39.097,1,"Triangular",28.965,5,5,5.7484,8,8,3.27608333333333
"NLUQH","1113","cross","SGC4B","winter22","asynch","Female",22,"English","Third","United States","I tried my best on each question",2,4,4,"","No",12.9586833333333,3,"chrome",1440,739,-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,7.10818333333333,32.807,9.421,147.594,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",22.36,0,-1,"Orthogonal",147.594,0,"Orthogonal",14.806,0,"Orthogonal",46.488,0,-5,3.44831666666667,0,-7.5,3.65986666666667
"NNM19","1112","arrow","SGC4B","winter22","asynch","Female",22,"Spanish","Fourth","United States","I tried my best on each question",3,2,3,"The start/end times was a bit confusing.","No",15.2763666666667,1.5,"chrome",1440,712,2.54639625080802,8.46057692307692,0.9063779357897,0,0,2,2,-7.5,0.153846153846154,9.42511666666667,43.5005384615385,11.746,147.613,2,8,0,0,3,0,3,0,0,-1,"Orthogonal",15.242,1,1,"Triangular",15.958,0,"Orthogonal",19.388,1,"Triangular",13.612,1,-2,3.54533333333333,1,-5.5,5.87978333333333
"NQOP0","1112","arrow","SGC4B","winter22","asynch","Female",21,"X-Other","Third","Japan","I tried my best on each question",1,5,5,"","",14.1155666666667,1,"chrome",1504,860,0.659491488903254,10.9230769230769,-0.646250808015514,0,1,1,1,-10,0.0769230769230769,11.5634166666667,53.3696153846154,7.515,323.222,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",16.769,1,1,"Triangular",19.816,0,"Orthogonal",24.381,0,"Orthogonal",56.847,1,-2,2.01526666666667,0,-8,9.54815
"NRPP6","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","USA","I tried my best on most questions",3,3,3,"","N/A",5.29161666666667,1,"chrome",1440,708,0.701648351648352,9.85641025641026,-0.664350355526826,0,0,1,1,-9.5,0.0769230769230769,3.8796,17.9058461538462,7.698,46.218,1,10,0,0,2,0,1,1,0,-1,"Orthogonal",9.523,1,1,"Triangular",10.163,0,"Orthogonal",14.843,0,"Orthogonal",13.732,1,-3,1.3459,0,-6.5,2.5337
"NUMHG","1112","arrow","SGC4B","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on most questions",4,3,3,"","",15.6407,3,"chrome",1440,789,0.00949148890325362,9.72724358974359,-0.723173884938591,0,0,1,1,-10,0.0769230769230769,11.8632666666667,54.7535384615385,7.881,115.186,1,10,0,0,2,0,2,0,0,-1,"Orthogonal",60.9,1,1,"Triangular",110.902,0,"Orthogonal",31.213,0,"Orthogonal",115.186,1,-3,4.52023333333333,0,-7,7.34303333333333
"NYN9R","1113","cross","SGC4B","winter22","asynch","Female",20,"X-Other","Third","United States","I tried my best on most questions",3,3,3,"","no",5.25758333333333,1,"chrome",1440,717,-1.10193042251866,6.58673507864684,-0.628393665158371,0,0,0,0,-10,0,3.33173333333333,15.3772307692308,6.022,42.235,0,8,0,0,5,0,4,1,0,-1,"Orthogonal",8.938,0,-0.5,"?",13.958,0,"Orthogonal",42.235,0,"Orthogonal",13.13,0,-4.5,1.2365,0,-5.5,2.09523333333333
"O07CQ","1113","cross","SGC4B","winter22","asynch","Female",19,"Mandarin","Second","United States","I tried my best on each question",2,4,3,"","",9.0455,1,"chrome",1440,789,-0.452250935339171,11.4230769230769,-0.587427278603749,0,0,0,0,-12.5,0,6.62036666666667,30.5555384615385,6.413,77.587,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",27.036,0,-0.5,"?",77.587,0,"Orthogonal",19.824,0,"Orthogonal",14.851,0,-4.5,2.4402,0,-8,4.18016666666667
"O19GK","1112","arrow","SGC4B","winter22","asynch","Female",18,"X-Other","First","Brazil","I tried my best on each question",2,4,1,"","",7.77191666666667,1,"chrome",1280,689,-0.140508511096746,6.93032482223659,1.73148297780651,0,0,1,1,-7,0.0769230769230769,4.58948333333333,21.1822307692308,7.607,64.576,1,8,2,0,2,2,2,0,0,-1,"Orthogonal",19.027,1,1,"Triangular",12.348,0,"Orthogonal",46.046,0,"Tversky",8.196,1,-2.5,1.28851666666667,0,-4.5,3.30096666666667
"O2YJH","1112","arrow","SGC4B","winter22","asynch","Other-Not Listed",20,"English","Third","United States","I tried my best on each question",3,4,2,"","I have ADHD but I had taken medication earlier today",11.8353166666667,1,"chrome",1536,721,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.8933,41.046,7.042,109.118,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.103,0,-1,"Orthogonal",109.118,0,"Orthogonal",21.458,0,"Orthogonal",39.127,0,-5,4.4229,0,-8,4.4704
"O4O2T","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question",2,4,3,"","",6.88236666666667,1,"chrome",1215,793,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,3.7526,17.3196923076923,6.438,47.529,13,0,0,0,0,0,0,0,1,1,"Triangular",38.925,1,1,"Triangular",14.791,1,"Triangular",38.68,1,"Triangular",15.315,5,5,1.3833,8,8,2.3693
"O9681","1113","cross","SGC4B","winter22","asynch","Female",21,"English","Third","United Arab Emirates","I tried my best on each question",3,3,4,"","No",9.00441666666667,1,"chrome",1440,751,-0.514750935339171,12.5,-0.146250808015514,0,0,0,0,-13,0,6.7906,31.3412307692308,7.06,69.99,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",10.346,0,-1,"Orthogonal",68.935,0,"Orthogonal",20.258,0,"Orthogonal",69.99,0,-5,2.64801666666667,0,-8,4.14258333333333
"OAKMT","1112","arrow","SGC4B","winter22","asynch","Female",20,"X-Other","Third","Pakistan","I tried my best on each question",2,3,5,"This task was really fun and interesting as I have never tried anything like this before. ","",12.2326,1,"chrome",1600,789,1.54331501831502,4.27556291747468,1.11996336996337,0,0,2,2,-4.5,0.153846153846154,7.04143333333333,32.4989230769231,9.167,129.405,3,5,0,0,5,0,5,0,0,-1,"Orthogonal",37.536,1,1,"Triangular",30.938,0,"Orthogonal",47.577,0,"Triangular",25.485,1,-2,2.33821666666667,1,-2.5,4.70321666666667
"ON3CS","11111","point","SGC4B","winter22","asynch","Female",19,"English","First","US","I tried my best on most questions",4,1,3,"Maybe give some more background on the graph. ","No",12.5077333333333,1,"chrome",1440,821,-0.893427405927406,9.35641025641026,-0.528603749191984,0,0,0,0,-11,0,8.14205,37.5786923076923,9.833,82.542,0,10,0,0,3,0,2,1,0,-1,"Orthogonal",39.191,0,-0.5,"?",82.542,0,"Orthogonal",21.631,0,"?",30.79,0,-4.5,3.90696666666667,0,-6.5,4.23508333333333
"OP042","1113","cross","SGC4B","winter22","asynch","Male",18,"X-Other","First","United States","I tried my best on each question",5,1,3,"I don't understand breaks at all.","ADHD",6.29858333333333,1,"chrome",1440,736,2.13141025641026,5.38581932773109,2.60532482223659,0,0,3,3,-4.5,0.230769230769231,4.57865,21.1322307692308,3.733,48.558,3,6,0,0,4,0,3,1,0,-1,"Orthogonal",36.983,0,0,"blank",48.558,0,"Orthogonal",22.616,0,"?",14.07,1,-2,2.61515,2,-2.5,1.9635
"OR6SC","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question",5,2,1,"I hate the triangular structure, it is so hard to tell from a glance how shifts interact with others.","",8.08048333333333,1,"chrome",1536,792,-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,5.20093333333333,24.0043076923077,7.818,46.028,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",21.008,0,-1,"Orthogonal",34.554,0,"Orthogonal",20.148,0,"Orthogonal",27.621,0,-5,2.03991666666667,0,-8,3.16101666666667
"OUHCM","11111","point","SGC4B","winter22","asynch","Female",21,"Mandarin","Fourth","China","I tried my best on most questions",3,3,4,"","N/A",6.29243333333333,1,"chrome",1440,695,8.13216783216783,0.114253393665158,6.68498168498169,0,0,8,8,6.5,0.615384615384615,3.8197,17.6293846153846,7.075,40.411,9,1,0,0,3,0,3,0,0,-1,"Orthogonal",17.831,0,-0.5,"?",40.411,1,"Triangular",26.039,0,"Triangular",13.206,3,1.5,1.88415,5,5,1.93555
"OURVT","11111","point","SGC4B","winter22","asynch","Male",21,"X-Other","Fourth","United States","I tried my best on each question",1,5,4,"","",5.87963333333333,1,"chrome",1920,1057,-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,4.37185,20.1777692307692,3.564,80.788,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",10.817,0,-1,"Orthogonal",80.788,0,"Orthogonal",12.122,0,"Orthogonal",15.7,0,-5,2.28216666666667,0,-7.5,2.08968333333333
"OVSVB","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question",4,3,5,"","",6.99953333333333,1,"chrome",1366,768,9.58409090909091,1.52139625080802,6.96474358974359,0,0,10,10,7.5,0.769230769230769,4.4393,20.4890769230769,6.555,68.613,10,2,0,0,1,0,1,0,1,1,"Triangular",31.011,0,-0.5,"?",68.613,0,"Orthogonal",28.403,1,"Triangular",15.634,4,3.5,2.15291666666667,6,4,2.28638333333333
"OWOFE","11111","point","SGC4B","winter22","asynch","Other-Not Listed",20,"English","Second","US","I tried my best on each question",5,1,4,"","ASD",13.96805,1,"chrome",1440,821,8.52188644688645,1.503081232493,5.89880952380952,0,0,8,8,6,0.615384615384615,9.82668333333333,45.3539230769231,11.605,96.314,8,2,1,0,2,1,1,1,0,0.5,"Tversky",50.375,0,0,"blank",59.177,0,"Orthogonal",81.632,1,"Triangular",21.693,2,2,4.66631666666667,6,4,5.16036666666667
"OYBTD","1112","arrow","SGC4B","winter22","asynch","Male",23,"Mandarin","Fourth","China","I tried my best on each question",2,5,3,"","",6.94423333333333,1,"chrome",1440,730,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,4.76405,21.9879230769231,8.355,58.436,13,0,0,0,0,0,0,0,1,1,"Triangular",58.436,1,1,"Triangular",17.551,1,"Triangular",20.667,1,"Triangular",9.563,5,5,2.28556666666667,8,8,2.47848333333333
"P3PUB","11111","point","SGC4B","winter22","asynch","Female",23,"Korean","Third","Korea","I tried my best on each question",4,2,3,"It was hard to tell where the two dots are plotted because of a diamond shaped lines. ","",12.5158833333333,1,"chrome",1536,746,0.110249064660829,10.8660714285714,-0.146250808015514,0,0,0,0,-10.5,0,7.60398333333333,35.0953076923077,9.228,76.723,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",47.598,0,-1,"Orthogonal",76.723,0,"Orthogonal",52.359,0,"Orthogonal",32.109,0,-5,3.95165,0,-5.5,3.65233333333333
"P76NE","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions",5,2,4,"","",9.01541666666667,1,"chrome",1600,812,7.43081501831502,-0.857175177763413,7.38690476190476,0,0,5,5,7,0.384615384615385,7.08803333333333,32.714,7.374,75.852,7,0,3,0,3,3,3,0,0,0.5,"Tversky",30.2,0,-0.5,"?",41.715,0,"Triangular",36.568,1,"Triangular",13.83,0,1,3.60373333333333,5,6,3.4843
"P7GD8","11111","point","SGC4B","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",3,3,2,"","",30.1378833333333,3,"chrome",1920,937,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.65031666666667,35.3091538461538,8.956,74.93,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",42.63,0,-1,"Orthogonal",67.468,0,"Orthogonal",21.299,0,"Orthogonal",37.014,0,-5,3.65241666666667,0,-8,3.9979
"P7R2O","1112","arrow","SGC4B","winter22","asynch","Male",21,"Spanish","Third","Mexico","I tried my best on each question",3,4,2,"The shape of the dots was easy to read","No",5.44226666666667,1,"chrome",1536,754,0.485249064660829,12.9375,0.853749191984486,0,0,0,0,-11.5,0,4.02035,18.5554615384615,3.037,44.752,0,12,0,0,1,1,0,0,0,-1,"Orthogonal",11.304,0,-1,"Orthogonal",44.752,0,"Orthogonal",9.134,0,"Orthogonal",23.669,0,-5,1.48038333333333,0,-6.5,2.53996666666667
"PDCV3","1113","cross","SGC4B","winter22","asynch","Female",18,"Spanish","First","U.S.","I tried my best on each question",2,4,5,"","No.",8.27795,1,"chrome",1440,821,-0.495270415858651,8.70416666666667,-0.717679379444085,0,0,0,0,-10.5,0,5.97281666666667,27.5668461538462,7.372,105.681,0,9,0,0,4,0,3,1,0,-1,"Orthogonal",16.176,0,0,"blank",105.681,0,"Orthogonal",47.048,0,"Orthogonal",14.207,0,-3.5,2.62275,0,-7,3.35006666666667
"PN0SV","1112","arrow","SGC4B","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",3,4,4,"","",6.4909,1,"chrome",1440,821,-1.01475093533917,12.5,-0.146250808015514,0,0,0,0,-13,0,4.7567,21.954,3.005,57.262,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",9.091,0,-1,"Orthogonal",57.262,0,"Orthogonal",19.16,0,"Orthogonal",29.962,0,-5,2.16476666666667,0,-8,2.59193333333333
"PO2LR","11111","point","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions",2,2,5,"i was a bit distracted ","",18.86475,1,"chrome",1440,821,-0.365018315018315,10.4333333333333,-0.587427278603749,0,0,0,0,-11,0,11.0325166666667,50.9193076923077,9.41,239.076,0,11,0,0,2,0,0,2,0,-1,"Orthogonal",32.564,0,0,"blank",239.076,0,"Orthogonal",23.484,0,"Orthogonal",25.115,0,-4,7.00325,0,-7,4.02926666666667
"PPXWX","11111","point","SGC4B","winter22","asynch","Other-Not Listed",19,"English","Second","Taiwan","I tried my best on each question",4,2,3,"I had a hard time figuring out how to read the graph.","No.",14.3352,1,"chrome",1440,711,2.30300116550117,5.58508672699849,2.58722527472527,0,0,3,3,-4,0.230769230769231,9.3206,43.0181538461539,11.676,111.68,3,6,0,0,4,0,2,2,0,-1,"Orthogonal",63.798,0,-0.5,"?",92.144,0,"Orthogonal",22.797,0,"blank",40.992,1,-2.5,6.0799,2,-1.5,3.2407
"PV5ZW","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question",2,5,2,"","",7.74288333333333,1,"chrome",1440,789,-0.36134184443008,11.5,-0.587427278603749,0,1,0,0,-12,0,5.89831666666667,27.223,5.121,64.887,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",25.141,0,0,"reference",64.887,0,"Orthogonal",15.455,0,"Orthogonal",29.736,0,-4,2.64003333333333,0,-8,3.25828333333333
"PZWZ9","11111","point","SGC4B","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on most questions",3,3,2,"I made sure there was zero background noise while doing this task.","None.",16.6185166666667,1,"chrome",1440,789,1.48524906466083,11.7836538461538,0.199903038138332,0,0,0,0,-9.5,0,10.2934333333333,47.5081538461538,7.104,83.593,1,11,0,0,1,1,0,0,0,-1,"Orthogonal",49.979,0,1,"Triangular",80.185,0,"Orthogonal",27.435,0,"Orthogonal",70.789,0,-3,3.94098333333333,0,-6.5,6.35245
"Q12RB","1113","cross","SGC4B","winter22","asynch","Female",20,"X-Other","Third","United States","I tried my best on each question",5,2,4,"","",8.7271,1,"chrome",1403,766,5.26355311355311,1.57545787545788,1.96246767937944,0,0,5,5,1.5,0.384615384615385,7.38778333333333,34.0974615384615,12.518,95.895,6,3,0,0,4,0,3,1,0,-1,"Orthogonal",34.925,1,1,"Triangular",25.159,0,"Orthogonal",26.566,0,"?",95.895,3,1.5,2.95521666666667,2,0,4.43256666666667
"Q1O31","1113","cross","SGC4B","winter22","asynch","Male",23,"Mandarin","Third","China","I tried my best on most questions",2,5,5,"","",6.08575,1,"chrome",1481,904,0.913062917474682,8.44688644688645,-0.0102887308769662,0,0,1,1,-8,0.0769230769230769,3.3905,15.6484615384615,7.101,28.112,2,9,0,0,2,0,2,0,0,-1,"Orthogonal",26.179,1,1,"Triangular",17.756,0,"Orthogonal",9.973,0,"Triangular",16.495,1,-2,1.3948,0,-6,1.9957
"Q6N18","1113","cross","SGC4B","winter22","asynch","Female",20,"English","Third","US","I tried my best on most questions",4,4,3,"","No",10.034,1,"chrome",1278,703,0.485249064660829,11.8461538461538,-0.800096961861668,0,0,0,0,-11,0,6.85238333333333,31.6263846153846,7.781,77.786,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",10.224,0,1,"Triangular",54.8,0,"Orthogonal",23.722,0,"Orthogonal",40.777,0,-3,2.90015,0,-8,3.95223333333333
"QDD0S","1113","cross","SGC4B","winter22","asynch","Female",20,"Mandarin","Second","China","I tried my best on each question",5,1,5,"it was hard to understand what the x axis means at first; I figured it out half way filling out the questions","None",8.42485,1,"chrome",1792,819,8.83974358974359,2.75532482223659,5.10805860805861,0,0,8,8,7,0.615384615384615,4.89926666666667,22.612,6.389,90.88,10,3,0,0,0,0,0,0,0,-1,"Orthogonal",13.254,1,1,"Triangular",90.88,1,"Triangular",24.239,0,"Triangular",14.55,2,-1,2.53118333333333,6,8,2.36808333333333
"QMXO5","1112","arrow","SGC4B","winter22","asynch","Female",23,"English","Fourth","United States of America","I tried my best on each question",2,4,4,"","",13.19515,1,"chrome",1440,776,-0.0827704158586511,8.17083333333333,0.678153953889248,0,0,1,1,-9,0.0769230769230769,9.65296666666667,44.5521538461538,13.281,91.84,1,9,0,0,3,0,2,1,0,-1,"Orthogonal",39.944,0,0,"blank",52.165,0,"Orthogonal",59.167,0,"Orthogonal",85.139,0,-3,2.48063333333333,1,-6,7.17233333333333
"QW2F9","11111","point","SGC4B","winter22","asynch","Female",20,"Spanish","Second","United States","I tried my best on most questions",4,3,1,"","no",29.6743833333333,1.5,"chrome",1536,754,1.58806291747468,4.72129120879121,-0.655179379444085,0,1,1,1,-5,0.0769230769230769,9.22036666666667,42.5555384615385,8.233,130.066,2,5,0,0,6,0,4,2,0,-1,"Orthogonal",65.547,1,1,"Triangular",25.878,0,"Orthogonal",19.251,0,"?",53.328,1,-1.5,3.08326666666667,0,-3.5,6.1371
"QXWAO","1113","cross","SGC4B","winter22","asynch","Female",19,"Mandarin","Second","United States","I tried my best on each question",2,4,4,"","",8.47225,1,"chrome",1440,789,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.47266666666667,29.8738461538462,7.704,92.564,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",22.337,0,-1,"Orthogonal",92.564,0,"Orthogonal",15.081,0,"Orthogonal",42.427,0,-5,3.14188333333333,0,-8,3.33078333333333
"R41WF","11111","point","SGC4B","winter22","asynch","Male",19,"English","First","USA ","I tried my best on most questions",3,3,2,"the layout of the time schedule was very... interesting. ","no",17.5958333333333,1,"chrome",1536,754,-0.0317963898846251,12.5384615384615,-0.16661279896574,0,0,0,0,-12.5,0,11.5622,53.364,10.077,245.723,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",36.777,0,-0.5,"frenzy",245.723,0,"Orthogonal",78.491,0,"Orthogonal",49.424,0,-4.5,6.29938333333333,0,-8,5.26281666666667
"R4RE9","1112","arrow","SGC4B","winter22","asynch","Female",22,"Arabic","Third","Morocco","I tried my best on most questions",5,3,1,"","",12.8203,1,"chrome",1440,749,1.33508672699849,8.28914835164835,-0.592921784098255,0,0,1,1,-7.5,0.0769230769230769,5.34706666666667,24.6787692307692,6.029,49.01,2,9,0,0,2,0,1,1,0,-1,"Orthogonal",38.054,1,1,"Triangular",18.317,0,"Orthogonal",19.108,0,"Orthogonal",21.357,1,-2,1.97078333333333,0,-5.5,3.37628333333333
"R7C8N","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question",4,4,4,"N/A","No",7.39346666666667,1,"chrome",1440,764,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,4.73045,21.8328461538462,5.92,62.099,13,0,0,0,0,0,0,0,1,1,"Triangular",62.099,1,1,"Triangular",19.531,1,"Triangular",57.311,1,"Triangular",11.727,5,5,2.17196666666667,8,8,2.55848333333333
"RAV2R","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions",4,2,2,"","",4.62105,1,"chrome",1440,821,0.567229584141349,8.80175339366516,0.344820620555915,0,0,1,1,-9,0.0769230769230769,3.58018333333333,16.5239230769231,3.295,38.215,1,9,0,0,3,0,2,1,0,-1,"Orthogonal",4.985,0,-0.5,"?",38.215,0,"Orthogonal",10.593,0,"Orthogonal",29.544,0,-3.5,1.24603333333333,1,-5.5,2.33415
"RGUYM","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","United States of America","I tried my best on each question",3,4,4,"N/A","N/A",17.73965,1,"chrome",1500,881,-0.598084268672504,10.2564102564103,-0.0862691230338289,0,0,0,0,-12,0,14.716,67.92,11.073,153.204,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",32.602,0,-0.5,"?",72.039,0,"Orthogonal",54.799,0,"Orthogonal",98.331,0,-4,4.75338333333333,0,-8,9.96261666666667
"RO5L8","11111","point","SGC4B","winter22","asynch","Female",19,"X-Other","Second","United States","I tried my best on each question",4,3,3,"","No",13.5490333333333,1,"chrome",1440,691,-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,9.58645,44.2451538461538,7.961,206.164,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",28.111,0,-1,"Orthogonal",206.164,0,"Orthogonal",36.233,0,"Orthogonal",35.421,0,-5,5.45386666666667,0,-8,4.13258333333333
"RPP39","11111","point","SGC4B","winter22","asynch","Female",20,"Mandarin","First","China","I tried my best on most questions",4,3,3,"","",5.01208333333333,1,"chrome",1280,721,1.47972958414135,4.78032482223659,0.823044602456367,0,0,2,2,-6,0.153846153846154,2.98278333333333,13.7666923076923,3.62,37.753,2,5,0,0,6,0,6,0,0,-1,"Orthogonal",27.811,1,1,"Triangular",11.236,0,"Orthogonal",16.398,1,"Triangular",11.494,1,-2,1.63278333333333,1,-4,1.35
"RRKFH","1113","cross","SGC4B","winter22","asynch","Male",19,"English","Second","USA","I tried my best on most questions",3,2,2,"","No",8.52313333333333,1,"chrome",1536,754,-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,0,5.58096666666667,25.7583076923077,7.159,45.591,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",19.2,0,-1,"Orthogonal",39.938,0,"Orthogonal",36.163,0,"Orthogonal",25.313,0,-5,2.1028,0,-7,3.47816666666667
"RTJF6","11111","point","SGC4B","winter22","asynch","Female",21,"X-Other","Third","Brazil","I tried my best on each question",3,5,3,"","No",6.78733333333333,2,"chrome",1440,789,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,4.76353333333333,21.9855384615385,4.169,70.416,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",8.214,0,-1,"Orthogonal",48.15,0,"Orthogonal",11.871,0,"Orthogonal",70.416,0,-5,1.81863333333333,0,-8,2.9449
"RU6P7","1113","cross","SGC4B","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question",2,3,5,"It was interesting trying to find patterns in the graph. In the beginning, I was a little confused on how to actually read the graph and I was trying to follow the graph lines to determine if those were the shifts. I was definitely a little confused in the first half but then after it told me there were 10 more questions, I think I started to better comprehend the graph. Very interesting task though! Thank you!","No",22.67445,1,"chrome",2560,1297,0.421396250808016,9.65641025641026,-0.461269123033829,0,0,1,1,-10,0.0769230769230769,13.4594666666667,62.1206153846154,9.029,129.233,1,10,0,0,2,0,2,0,0,-1,"Orthogonal",22.633,1,1,"Triangular",112.974,0,"Orthogonal",34.952,0,"Orthogonal",74.107,1,-2,5.34088333333333,0,-8,8.11858333333333
