"subject","mode","pretty_condition","question","score","ROTATION","SHAPE"
"3PADQ","asynch","ORTH-0",6,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",7,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",8,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",9,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",10,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",11,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",12,0,"0","ORTH"
"3PADQ","asynch","ORTH-0",13,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",1,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",2,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",3,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",4,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",5,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",6,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",7,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",8,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",9,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",10,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",11,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",12,0,"0","ORTH"
"PFFEV","asynch","ORTH-0",13,0,"0","ORTH"
"XG38D","asynch","ORTH-0",1,0,"0","ORTH"
"XG38D","asynch","ORTH-0",2,0,"0","ORTH"
"XG38D","asynch","ORTH-0",3,0,"0","ORTH"
"XG38D","asynch","ORTH-0",4,0,"0","ORTH"
"XG38D","asynch","ORTH-0",5,0,"0","ORTH"
"XG38D","asynch","ORTH-0",6,0,"0","ORTH"
"XG38D","asynch","ORTH-0",7,0,"0","ORTH"
"XG38D","asynch","ORTH-0",8,0,"0","ORTH"
"XG38D","asynch","ORTH-0",9,0,"0","ORTH"
"XG38D","asynch","ORTH-0",10,0,"0","ORTH"
"XG38D","asynch","ORTH-0",11,0,"0","ORTH"
"XG38D","asynch","ORTH-0",12,0,"0","ORTH"
"XG38D","asynch","ORTH-0",13,0,"0","ORTH"
"7METL","asynch","ORTH-0",1,0,"0","ORTH"
"7METL","asynch","ORTH-0",2,0,"0","ORTH"
"7METL","asynch","ORTH-0",3,0,"0","ORTH"
"7METL","asynch","ORTH-0",4,0,"0","ORTH"
"7METL","asynch","ORTH-0",5,0,"0","ORTH"
"7METL","asynch","ORTH-0",6,0,"0","ORTH"
"7METL","asynch","ORTH-0",7,0,"0","ORTH"
"7METL","asynch","ORTH-0",8,0,"0","ORTH"
"7METL","asynch","ORTH-0",9,0,"0","ORTH"
"7METL","asynch","ORTH-0",10,0,"0","ORTH"
"7METL","asynch","ORTH-0",11,0,"0","ORTH"
"7METL","asynch","ORTH-0",12,0,"0","ORTH"
"7METL","asynch","ORTH-0",13,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",1,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",2,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",3,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",4,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",5,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",6,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",7,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",8,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",9,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",10,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",11,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",12,0,"0","ORTH"
"XV7KZ","asynch","ORTH-0",13,0,"0","ORTH"
"YUWCZ","asynch","ORTH-0",1,0,"0","ORTH"
"YUWCZ","asynch","ORTH-0",2,1,"0","ORTH"
"YUWCZ","asynch","ORTH-0",3,2,"0","ORTH"
"YUWCZ","asynch","ORTH-0",4,3,"0","ORTH"
"YUWCZ","asynch","ORTH-0",5,4,"0","ORTH"
"YUWCZ","asynch","ORTH-0",6,5,"0","ORTH"
"YUWCZ","asynch","ORTH-0",7,5,"0","ORTH"
"YUWCZ","asynch","ORTH-0",8,6,"0","ORTH"
"YUWCZ","asynch","ORTH-0",9,7,"0","ORTH"
"YUWCZ","asynch","ORTH-0",10,8,"0","ORTH"
"YUWCZ","asynch","ORTH-0",11,9,"0","ORTH"
"YUWCZ","asynch","ORTH-0",12,10,"0","ORTH"
"YUWCZ","asynch","ORTH-0",13,11,"0","ORTH"
"98R7E","asynch","ORTH-0",1,1,"0","ORTH"
"98R7E","asynch","ORTH-0",2,2,"0","ORTH"
"98R7E","asynch","ORTH-0",3,3,"0","ORTH"
"98R7E","asynch","ORTH-0",4,4,"0","ORTH"
"98R7E","asynch","ORTH-0",5,5,"0","ORTH"
"98R7E","asynch","ORTH-0",6,6,"0","ORTH"
"98R7E","asynch","ORTH-0",7,6,"0","ORTH"
"98R7E","asynch","ORTH-0",8,7,"0","ORTH"
"98R7E","asynch","ORTH-0",9,8,"0","ORTH"
"98R7E","asynch","ORTH-0",10,9,"0","ORTH"
"98R7E","asynch","ORTH-0",11,10,"0","ORTH"
"98R7E","asynch","ORTH-0",12,11,"0","ORTH"
"98R7E","asynch","ORTH-0",13,12,"0","ORTH"
"ZZNSP","asynch","ORTH-0",1,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",2,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",3,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",4,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",5,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",6,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",7,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",8,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",9,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",10,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",11,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",12,0,"0","ORTH"
"ZZNSP","asynch","ORTH-0",13,0,"0","ORTH"
"PY424","asynch","ORTH-0",1,0,"0","ORTH"
"PY424","asynch","ORTH-0",2,0,"0","ORTH"
"PY424","asynch","ORTH-0",3,0,"0","ORTH"
"PY424","asynch","ORTH-0",4,0,"0","ORTH"
"PY424","asynch","ORTH-0",5,1,"0","ORTH"
"PY424","asynch","ORTH-0",6,1,"0","ORTH"
"PY424","asynch","ORTH-0",7,1,"0","ORTH"
"PY424","asynch","ORTH-0",8,1,"0","ORTH"
"PY424","asynch","ORTH-0",9,1,"0","ORTH"
"PY424","asynch","ORTH-0",10,1,"0","ORTH"
"PY424","asynch","ORTH-0",11,1,"0","ORTH"
"PY424","asynch","ORTH-0",12,1,"0","ORTH"
"PY424","asynch","ORTH-0",13,1,"0","ORTH"
"N5NRY","asynch","ORTH-0",1,0,"0","ORTH"
"N5NRY","asynch","ORTH-0",2,0,"0","ORTH"
"N5NRY","asynch","ORTH-0",3,1,"0","ORTH"
"N5NRY","asynch","ORTH-0",4,2,"0","ORTH"
"N5NRY","asynch","ORTH-0",5,3,"0","ORTH"
"N5NRY","asynch","ORTH-0",6,4,"0","ORTH"
"N5NRY","asynch","ORTH-0",7,4,"0","ORTH"
"N5NRY","asynch","ORTH-0",8,5,"0","ORTH"
"N5NRY","asynch","ORTH-0",9,6,"0","ORTH"
"N5NRY","asynch","ORTH-0",10,7,"0","ORTH"
"N5NRY","asynch","ORTH-0",11,8,"0","ORTH"
"N5NRY","asynch","ORTH-0",12,9,"0","ORTH"
"N5NRY","asynch","ORTH-0",13,10,"0","ORTH"
"DMUWM","asynch","ORTH-0",1,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",2,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",3,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",4,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",5,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",6,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",7,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",8,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",9,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",10,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",11,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",12,0,"0","ORTH"
"DMUWM","asynch","ORTH-0",13,0,"0","ORTH"
"SG6TQ","asynch","ORTH-0",1,0,"0","ORTH"
"SG6TQ","asynch","ORTH-0",2,0,"0","ORTH"
"SG6TQ","asynch","ORTH-0",3,0,"0","ORTH"
"SG6TQ","asynch","ORTH-0",4,0,"0","ORTH"
"SG6TQ","asynch","ORTH-0",5,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",6,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",7,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",8,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",9,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",10,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",11,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",12,1,"0","ORTH"
"SG6TQ","asynch","ORTH-0",13,2,"0","ORTH"
"M9WY5","asynch","ORTH-0",1,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",2,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",3,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",4,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",5,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",6,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",7,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",8,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",9,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",10,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",11,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",12,0,"0","ORTH"
"M9WY5","asynch","ORTH-0",13,0,"0","ORTH"
"2PQSA","asynch","TRI-0",1,1,"0","TRI"
"2PQSA","asynch","TRI-0",2,2,"0","TRI"
"2PQSA","asynch","TRI-0",3,3,"0","TRI"
"2PQSA","asynch","TRI-0",4,4,"0","TRI"
"2PQSA","asynch","TRI-0",5,5,"0","TRI"
"2PQSA","asynch","TRI-0",6,6,"0","TRI"
"2PQSA","asynch","TRI-0",7,6,"0","TRI"
"2PQSA","asynch","TRI-0",8,7,"0","TRI"
"2PQSA","asynch","TRI-0",9,8,"0","TRI"
"2PQSA","asynch","TRI-0",10,9,"0","TRI"
"2PQSA","asynch","TRI-0",11,10,"0","TRI"
"2PQSA","asynch","TRI-0",12,11,"0","TRI"
"2PQSA","asynch","TRI-0",13,12,"0","TRI"
"PKTN1","asynch","TRI-0",1,0,"0","TRI"
"PKTN1","asynch","TRI-0",2,0,"0","TRI"
"PKTN1","asynch","TRI-0",3,0,"0","TRI"
"PKTN1","asynch","TRI-0",4,0,"0","TRI"
"PKTN1","asynch","TRI-0",5,0,"0","TRI"
"PKTN1","asynch","TRI-0",6,0,"0","TRI"
"PKTN1","asynch","TRI-0",7,0,"0","TRI"
"PKTN1","asynch","TRI-0",8,0,"0","TRI"
"PKTN1","asynch","TRI-0",9,0,"0","TRI"
"PKTN1","asynch","TRI-0",10,0,"0","TRI"
"PKTN1","asynch","TRI-0",11,0,"0","TRI"
"PKTN1","asynch","TRI-0",12,0,"0","TRI"
"PKTN1","asynch","TRI-0",13,0,"0","TRI"
"O7C4V","asynch","TRI-0",1,0,"0","TRI"
"O7C4V","asynch","TRI-0",2,0,"0","TRI"
"O7C4V","asynch","TRI-0",3,0,"0","TRI"
"O7C4V","asynch","TRI-0",4,1,"0","TRI"
"O7C4V","asynch","TRI-0",5,2,"0","TRI"
"O7C4V","asynch","TRI-0",6,3,"0","TRI"
"O7C4V","asynch","TRI-0",7,3,"0","TRI"
"O7C4V","asynch","TRI-0",8,4,"0","TRI"
"O7C4V","asynch","TRI-0",9,5,"0","TRI"
"O7C4V","asynch","TRI-0",10,6,"0","TRI"
"O7C4V","asynch","TRI-0",11,6,"0","TRI"
"O7C4V","asynch","TRI-0",12,7,"0","TRI"
"O7C4V","asynch","TRI-0",13,8,"0","TRI"
"4B6X2","asynch","TRI-0",1,0,"0","TRI"
"4B6X2","asynch","TRI-0",2,0,"0","TRI"
"4B6X2","asynch","TRI-0",3,0,"0","TRI"
"4B6X2","asynch","TRI-0",4,0,"0","TRI"
"4B6X2","asynch","TRI-0",5,0,"0","TRI"
"4B6X2","asynch","TRI-0",6,0,"0","TRI"
"4B6X2","asynch","TRI-0",7,0,"0","TRI"
"4B6X2","asynch","TRI-0",8,0,"0","TRI"
"4B6X2","asynch","TRI-0",9,1,"0","TRI"
"4B6X2","asynch","TRI-0",10,1,"0","TRI"
"4B6X2","asynch","TRI-0",11,1,"0","TRI"
"4B6X2","asynch","TRI-0",12,1,"0","TRI"
"4B6X2","asynch","TRI-0",13,1,"0","TRI"
"Y5NMS","asynch","TRI-0",1,0,"0","TRI"
"Y5NMS","asynch","TRI-0",2,0,"0","TRI"
"Y5NMS","asynch","TRI-0",3,0,"0","TRI"
"Y5NMS","asynch","TRI-0",4,0,"0","TRI"
"Y5NMS","asynch","TRI-0",5,0,"0","TRI"
"Y5NMS","asynch","TRI-0",6,0,"0","TRI"
"Y5NMS","asynch","TRI-0",7,0,"0","TRI"
"Y5NMS","asynch","TRI-0",8,0,"0","TRI"
"Y5NMS","asynch","TRI-0",9,0,"0","TRI"
"Y5NMS","asynch","TRI-0",10,0,"0","TRI"
"Y5NMS","asynch","TRI-0",11,0,"0","TRI"
"Y5NMS","asynch","TRI-0",12,0,"0","TRI"
"Y5NMS","asynch","TRI-0",13,0,"0","TRI"
"20LM4","asynch","TRI-0",1,0,"0","TRI"
"20LM4","asynch","TRI-0",2,0,"0","TRI"
"20LM4","asynch","TRI-0",3,0,"0","TRI"
"20LM4","asynch","TRI-0",4,0,"0","TRI"
"20LM4","asynch","TRI-0",5,0,"0","TRI"
"20LM4","asynch","TRI-0",6,0,"0","TRI"
"20LM4","asynch","TRI-0",7,0,"0","TRI"
"20LM4","asynch","TRI-0",8,0,"0","TRI"
"20LM4","asynch","TRI-0",9,0,"0","TRI"
"20LM4","asynch","TRI-0",10,0,"0","TRI"
"20LM4","asynch","TRI-0",11,0,"0","TRI"
"20LM4","asynch","TRI-0",12,0,"0","TRI"
"20LM4","asynch","TRI-0",13,0,"0","TRI"
"RC56M","asynch","TRI-0",1,0,"0","TRI"
"RC56M","asynch","TRI-0",2,0,"0","TRI"
"RC56M","asynch","TRI-0",3,0,"0","TRI"
"RC56M","asynch","TRI-0",4,1,"0","TRI"
"RC56M","asynch","TRI-0",5,1,"0","TRI"
"RC56M","asynch","TRI-0",6,1,"0","TRI"
"RC56M","asynch","TRI-0",7,1,"0","TRI"
"RC56M","asynch","TRI-0",8,2,"0","TRI"
"RC56M","asynch","TRI-0",9,2,"0","TRI"
"RC56M","asynch","TRI-0",10,2,"0","TRI"
"RC56M","asynch","TRI-0",11,3,"0","TRI"
"RC56M","asynch","TRI-0",12,3,"0","TRI"
"RC56M","asynch","TRI-0",13,3,"0","TRI"
"CSJL3","asynch","TRI-0",1,0,"0","TRI"
"CSJL3","asynch","TRI-0",2,0,"0","TRI"
"CSJL3","asynch","TRI-0",3,0,"0","TRI"
"CSJL3","asynch","TRI-0",4,0,"0","TRI"
"CSJL3","asynch","TRI-0",5,0,"0","TRI"
"CSJL3","asynch","TRI-0",6,0,"0","TRI"
"CSJL3","asynch","TRI-0",7,0,"0","TRI"
"CSJL3","asynch","TRI-0",8,0,"0","TRI"
"CSJL3","asynch","TRI-0",9,0,"0","TRI"
"CSJL3","asynch","TRI-0",10,0,"0","TRI"
"CSJL3","asynch","TRI-0",11,0,"0","TRI"
"CSJL3","asynch","TRI-0",12,0,"0","TRI"
"CSJL3","asynch","TRI-0",13,0,"0","TRI"
"4GNS9","asynch","TRI-0",1,0,"0","TRI"
"4GNS9","asynch","TRI-0",2,0,"0","TRI"
"4GNS9","asynch","TRI-0",3,0,"0","TRI"
"4GNS9","asynch","TRI-0",4,0,"0","TRI"
"4GNS9","asynch","TRI-0",5,0,"0","TRI"
"4GNS9","asynch","TRI-0",6,0,"0","TRI"
"4GNS9","asynch","TRI-0",7,0,"0","TRI"
"4GNS9","asynch","TRI-0",8,0,"0","TRI"
"4GNS9","asynch","TRI-0",9,0,"0","TRI"
"4GNS9","asynch","TRI-0",10,0,"0","TRI"
"4GNS9","asynch","TRI-0",11,0,"0","TRI"
"4GNS9","asynch","TRI-0",12,0,"0","TRI"
"4GNS9","asynch","TRI-0",13,0,"0","TRI"
"NUUUY","asynch","TRI-0",1,0,"0","TRI"
"NUUUY","asynch","TRI-0",2,1,"0","TRI"
"NUUUY","asynch","TRI-0",3,2,"0","TRI"
"NUUUY","asynch","TRI-0",4,3,"0","TRI"
"NUUUY","asynch","TRI-0",5,4,"0","TRI"
"NUUUY","asynch","TRI-0",6,5,"0","TRI"
"NUUUY","asynch","TRI-0",7,6,"0","TRI"
"NUUUY","asynch","TRI-0",8,7,"0","TRI"
"NUUUY","asynch","TRI-0",9,8,"0","TRI"
"NUUUY","asynch","TRI-0",10,9,"0","TRI"
"NUUUY","asynch","TRI-0",11,10,"0","TRI"
"NUUUY","asynch","TRI-0",12,11,"0","TRI"
"NUUUY","asynch","TRI-0",13,12,"0","TRI"
"GE074","asynch","TRI-0",1,1,"0","TRI"
"GE074","asynch","TRI-0",2,2,"0","TRI"
"GE074","asynch","TRI-0",3,3,"0","TRI"
"GE074","asynch","TRI-0",4,4,"0","TRI"
"GE074","asynch","TRI-0",5,5,"0","TRI"
"GE074","asynch","TRI-0",6,5,"0","TRI"
"GE074","asynch","TRI-0",7,6,"0","TRI"
"GE074","asynch","TRI-0",8,7,"0","TRI"
"GE074","asynch","TRI-0",9,8,"0","TRI"
"GE074","asynch","TRI-0",10,9,"0","TRI"
"GE074","asynch","TRI-0",11,10,"0","TRI"
"GE074","asynch","TRI-0",12,11,"0","TRI"
"GE074","asynch","TRI-0",13,12,"0","TRI"
"Y0KJD","asynch","TRI-0",1,0,"0","TRI"
"Y0KJD","asynch","TRI-0",2,0,"0","TRI"
"Y0KJD","asynch","TRI-0",3,0,"0","TRI"
"Y0KJD","asynch","TRI-0",4,0,"0","TRI"
"Y0KJD","asynch","TRI-0",5,0,"0","TRI"
"Y0KJD","asynch","TRI-0",6,0,"0","TRI"
"Y0KJD","asynch","TRI-0",7,0,"0","TRI"
"Y0KJD","asynch","TRI-0",8,0,"0","TRI"
"Y0KJD","asynch","TRI-0",9,0,"0","TRI"
"Y0KJD","asynch","TRI-0",10,0,"0","TRI"
"Y0KJD","asynch","TRI-0",11,0,"0","TRI"
"Y0KJD","asynch","TRI-0",12,0,"0","TRI"
"Y0KJD","asynch","TRI-0",13,0,"0","TRI"
"WDBTE","asynch","TRI-0",1,0,"0","TRI"
"WDBTE","asynch","TRI-0",2,0,"0","TRI"
"WDBTE","asynch","TRI-0",3,1,"0","TRI"
"WDBTE","asynch","TRI-0",4,2,"0","TRI"
"WDBTE","asynch","TRI-0",5,3,"0","TRI"
"WDBTE","asynch","TRI-0",6,3,"0","TRI"
"WDBTE","asynch","TRI-0",7,4,"0","TRI"
"WDBTE","asynch","TRI-0",8,5,"0","TRI"
"WDBTE","asynch","TRI-0",9,6,"0","TRI"
"WDBTE","asynch","TRI-0",10,7,"0","TRI"
"WDBTE","asynch","TRI-0",11,8,"0","TRI"
"WDBTE","asynch","TRI-0",12,9,"0","TRI"
"WDBTE","asynch","TRI-0",13,10,"0","TRI"
"CC9FZ","asynch","TRI-0",1,0,"0","TRI"
"CC9FZ","asynch","TRI-0",2,0,"0","TRI"
"CC9FZ","asynch","TRI-0",3,0,"0","TRI"
"CC9FZ","asynch","TRI-0",4,0,"0","TRI"
"CC9FZ","asynch","TRI-0",5,0,"0","TRI"
"CC9FZ","asynch","TRI-0",6,0,"0","TRI"
"CC9FZ","asynch","TRI-0",7,0,"0","TRI"
"CC9FZ","asynch","TRI-0",8,0,"0","TRI"
"CC9FZ","asynch","TRI-0",9,0,"0","TRI"
"CC9FZ","asynch","TRI-0",10,0,"0","TRI"
"CC9FZ","asynch","TRI-0",11,0,"0","TRI"
"CC9FZ","asynch","TRI-0",12,0,"0","TRI"
"CC9FZ","asynch","TRI-0",13,0,"0","TRI"
"DY0BB","asynch","TRI-0",1,0,"0","TRI"
"DY0BB","asynch","TRI-0",2,0,"0","TRI"
"DY0BB","asynch","TRI-0",3,0,"0","TRI"
"DY0BB","asynch","TRI-0",4,0,"0","TRI"
"DY0BB","asynch","TRI-0",5,0,"0","TRI"
"DY0BB","asynch","TRI-0",6,0,"0","TRI"
"DY0BB","asynch","TRI-0",7,0,"0","TRI"
"DY0BB","asynch","TRI-0",8,0,"0","TRI"
"DY0BB","asynch","TRI-0",9,0,"0","TRI"
"DY0BB","asynch","TRI-0",10,0,"0","TRI"
"DY0BB","asynch","TRI-0",11,0,"0","TRI"
"DY0BB","asynch","TRI-0",12,0,"0","TRI"
"DY0BB","asynch","TRI-0",13,0,"0","TRI"
"304O6","asynch","TRI-0",1,0,"0","TRI"
"304O6","asynch","TRI-0",2,0,"0","TRI"
"304O6","asynch","TRI-0",3,0,"0","TRI"
"304O6","asynch","TRI-0",4,1,"0","TRI"
"304O6","asynch","TRI-0",5,1,"0","TRI"
"304O6","asynch","TRI-0",6,1,"0","TRI"
"304O6","asynch","TRI-0",7,1,"0","TRI"
"304O6","asynch","TRI-0",8,1,"0","TRI"
"304O6","asynch","TRI-0",9,1,"0","TRI"
"304O6","asynch","TRI-0",10,1,"0","TRI"
"304O6","asynch","TRI-0",11,1,"0","TRI"
"304O6","asynch","TRI-0",12,1,"0","TRI"
"304O6","asynch","TRI-0",13,1,"0","TRI"
"WA4UC","asynch","TRI-0",1,0,"0","TRI"
"WA4UC","asynch","TRI-0",2,0,"0","TRI"
"WA4UC","asynch","TRI-0",3,0,"0","TRI"
"WA4UC","asynch","TRI-0",4,0,"0","TRI"
"WA4UC","asynch","TRI-0",5,0,"0","TRI"
"WA4UC","asynch","TRI-0",6,0,"0","TRI"
"WA4UC","asynch","TRI-0",7,0,"0","TRI"
"WA4UC","asynch","TRI-0",8,0,"0","TRI"
"WA4UC","asynch","TRI-0",9,0,"0","TRI"
"WA4UC","asynch","TRI-0",10,0,"0","TRI"
"WA4UC","asynch","TRI-0",11,0,"0","TRI"
"WA4UC","asynch","TRI-0",12,0,"0","TRI"
"WA4UC","asynch","TRI-0",13,0,"0","TRI"
"APAMB","asynch","TRI-0",1,0,"0","TRI"
"APAMB","asynch","TRI-0",2,0,"0","TRI"
"APAMB","asynch","TRI-0",3,0,"0","TRI"
"APAMB","asynch","TRI-0",4,0,"0","TRI"
"APAMB","asynch","TRI-0",5,0,"0","TRI"
"APAMB","asynch","TRI-0",6,0,"0","TRI"
"APAMB","asynch","TRI-0",7,0,"0","TRI"
"APAMB","asynch","TRI-0",8,0,"0","TRI"
"APAMB","asynch","TRI-0",9,0,"0","TRI"
"APAMB","asynch","TRI-0",10,0,"0","TRI"
"APAMB","asynch","TRI-0",11,0,"0","TRI"
"APAMB","asynch","TRI-0",12,0,"0","TRI"
"APAMB","asynch","TRI-0",13,0,"0","TRI"
"O3FRB","asynch","TRI-0",1,0,"0","TRI"
"O3FRB","asynch","TRI-0",2,1,"0","TRI"
"O3FRB","asynch","TRI-0",3,2,"0","TRI"
"O3FRB","asynch","TRI-0",4,3,"0","TRI"
"O3FRB","asynch","TRI-0",5,4,"0","TRI"
"O3FRB","asynch","TRI-0",6,5,"0","TRI"
"O3FRB","asynch","TRI-0",7,5,"0","TRI"
"O3FRB","asynch","TRI-0",8,6,"0","TRI"
"O3FRB","asynch","TRI-0",9,7,"0","TRI"
"O3FRB","asynch","TRI-0",10,8,"0","TRI"
"O3FRB","asynch","TRI-0",11,9,"0","TRI"
"O3FRB","asynch","TRI-0",12,10,"0","TRI"
"O3FRB","asynch","TRI-0",13,11,"0","TRI"
"1L782","asynch","TRI-0",1,0,"0","TRI"
"1L782","asynch","TRI-0",2,0,"0","TRI"
"1L782","asynch","TRI-0",3,0,"0","TRI"
"1L782","asynch","TRI-0",4,0,"0","TRI"
"1L782","asynch","TRI-0",5,0,"0","TRI"
"1L782","asynch","TRI-0",6,0,"0","TRI"
"1L782","asynch","TRI-0",7,0,"0","TRI"
"1L782","asynch","TRI-0",8,0,"0","TRI"
"1L782","asynch","TRI-0",9,0,"0","TRI"
"1L782","asynch","TRI-0",10,0,"0","TRI"
"1L782","asynch","TRI-0",11,0,"0","TRI"
"1L782","asynch","TRI-0",12,0,"0","TRI"
"1L782","asynch","TRI-0",13,0,"0","TRI"
"100LQ","asynch","TRI-0",1,0,"0","TRI"
"100LQ","asynch","TRI-0",2,0,"0","TRI"
"100LQ","asynch","TRI-0",3,0,"0","TRI"
"100LQ","asynch","TRI-0",4,0,"0","TRI"
"100LQ","asynch","TRI-0",5,1,"0","TRI"
"100LQ","asynch","TRI-0",6,1,"0","TRI"
"100LQ","asynch","TRI-0",7,1,"0","TRI"
"100LQ","asynch","TRI-0",8,1,"0","TRI"
"100LQ","asynch","TRI-0",9,1,"0","TRI"
"100LQ","asynch","TRI-0",10,1,"0","TRI"
"100LQ","asynch","TRI-0",11,1,"0","TRI"
"100LQ","asynch","TRI-0",12,1,"0","TRI"
"100LQ","asynch","TRI-0",13,1,"0","TRI"
"JAD4Q","asynch","TRI-0",1,0,"0","TRI"
"JAD4Q","asynch","TRI-0",2,0,"0","TRI"
"JAD4Q","asynch","TRI-0",3,0,"0","TRI"
"JAD4Q","asynch","TRI-0",4,1,"0","TRI"
"JAD4Q","asynch","TRI-0",5,2,"0","TRI"
"JAD4Q","asynch","TRI-0",6,2,"0","TRI"
"JAD4Q","asynch","TRI-0",7,3,"0","TRI"
"JAD4Q","asynch","TRI-0",8,4,"0","TRI"
"JAD4Q","asynch","TRI-0",9,5,"0","TRI"
"JAD4Q","asynch","TRI-0",10,6,"0","TRI"
"JAD4Q","asynch","TRI-0",11,7,"0","TRI"
"JAD4Q","asynch","TRI-0",12,8,"0","TRI"
"JAD4Q","asynch","TRI-0",13,9,"0","TRI"
"5380A","asynch","TRI-0",1,0,"0","TRI"
"5380A","asynch","TRI-0",2,0,"0","TRI"
"5380A","asynch","TRI-0",3,0,"0","TRI"
"5380A","asynch","TRI-0",4,0,"0","TRI"
"5380A","asynch","TRI-0",5,0,"0","TRI"
"5380A","asynch","TRI-0",6,0,"0","TRI"
"5380A","asynch","TRI-0",7,0,"0","TRI"
"5380A","asynch","TRI-0",8,0,"0","TRI"
"5380A","asynch","TRI-0",9,0,"0","TRI"
"5380A","asynch","TRI-0",10,0,"0","TRI"
"5380A","asynch","TRI-0",11,0,"0","TRI"
"5380A","asynch","TRI-0",12,0,"0","TRI"
"5380A","asynch","TRI-0",13,0,"0","TRI"
"PBAU4","asynch","TRI-0",1,0,"0","TRI"
"PBAU4","asynch","TRI-0",2,0,"0","TRI"
"PBAU4","asynch","TRI-0",3,0,"0","TRI"
"PBAU4","asynch","TRI-0",4,0,"0","TRI"
"PBAU4","asynch","TRI-0",5,0,"0","TRI"
"PBAU4","asynch","TRI-0",6,0,"0","TRI"
"PBAU4","asynch","TRI-0",7,0,"0","TRI"
"PBAU4","asynch","TRI-0",8,0,"0","TRI"
"PBAU4","asynch","TRI-0",9,0,"0","TRI"
"PBAU4","asynch","TRI-0",10,0,"0","TRI"
"PBAU4","asynch","TRI-0",11,0,"0","TRI"
