"subject","mode","condition","question","score"
"MOWH2","lab-synch","121",10,0
"MOWH2","lab-synch","121",11,0
"MOWH2","lab-synch","121",12,0
"MOWH2","lab-synch","121",13,0
"FSWW4","lab-synch","121",1,0
"FSWW4","lab-synch","121",2,1
"FSWW4","lab-synch","121",3,1
"FSWW4","lab-synch","121",4,1
"FSWW4","lab-synch","121",5,2
"FSWW4","lab-synch","121",6,3
"FSWW4","lab-synch","121",7,3
"FSWW4","lab-synch","121",8,4
"FSWW4","lab-synch","121",9,5
"FSWW4","lab-synch","121",10,6
"FSWW4","lab-synch","121",11,7
"FSWW4","lab-synch","121",12,7
"FSWW4","lab-synch","121",13,8
"VT5BG","lab-synch","121",1,0
"VT5BG","lab-synch","121",2,1
"VT5BG","lab-synch","121",3,2
"VT5BG","lab-synch","121",4,3
"VT5BG","lab-synch","121",5,3
"VT5BG","lab-synch","121",6,4
"VT5BG","lab-synch","121",7,4
"VT5BG","lab-synch","121",8,5
"VT5BG","lab-synch","121",9,6
"VT5BG","lab-synch","121",10,7
"VT5BG","lab-synch","121",11,8
"VT5BG","lab-synch","121",12,8
"VT5BG","lab-synch","121",13,9
"39GMD","lab-synch","121",1,0
"39GMD","lab-synch","121",2,0
"39GMD","lab-synch","121",3,0
"39GMD","lab-synch","121",4,0
"39GMD","lab-synch","121",5,0
"39GMD","lab-synch","121",6,0
"39GMD","lab-synch","121",7,0
"39GMD","lab-synch","121",8,0
"39GMD","lab-synch","121",9,0
"39GMD","lab-synch","121",10,0
"39GMD","lab-synch","121",11,0
"39GMD","lab-synch","121",12,0
"39GMD","lab-synch","121",13,0
"YP2FK","lab-synch","121",1,0
"YP2FK","lab-synch","121",2,0
"YP2FK","lab-synch","121",3,0
"YP2FK","lab-synch","121",4,0
"YP2FK","lab-synch","121",5,0
"YP2FK","lab-synch","121",6,0
"YP2FK","lab-synch","121",7,0
"YP2FK","lab-synch","121",8,0
"YP2FK","lab-synch","121",9,0
"YP2FK","lab-synch","121",10,0
"YP2FK","lab-synch","121",11,0
"YP2FK","lab-synch","121",12,0
"YP2FK","lab-synch","121",13,0
"ZKB08","lab-synch","121",1,0
"ZKB08","lab-synch","121",2,0
"ZKB08","lab-synch","121",3,0
"ZKB08","lab-synch","121",4,0
"ZKB08","lab-synch","121",5,0
"ZKB08","lab-synch","121",6,0
"ZKB08","lab-synch","121",7,0
"ZKB08","lab-synch","121",8,0
"ZKB08","lab-synch","121",9,0
"ZKB08","lab-synch","121",10,0
"ZKB08","lab-synch","121",11,0
"ZKB08","lab-synch","121",12,0
"ZKB08","lab-synch","121",13,0
"D3LUH","lab-synch","121",1,0
"D3LUH","lab-synch","121",2,1
"D3LUH","lab-synch","121",3,2
"D3LUH","lab-synch","121",4,3
"D3LUH","lab-synch","121",5,4
"D3LUH","lab-synch","121",6,5
"D3LUH","lab-synch","121",7,6
"D3LUH","lab-synch","121",8,7
"D3LUH","lab-synch","121",9,8
"D3LUH","lab-synch","121",10,9
"D3LUH","lab-synch","121",11,10
"D3LUH","lab-synch","121",12,11
"D3LUH","lab-synch","121",13,12
"DM4T0","lab-synch","121",1,1
"DM4T0","lab-synch","121",2,2
"DM4T0","lab-synch","121",3,2
"DM4T0","lab-synch","121",4,2
"DM4T0","lab-synch","121",5,2
"DM4T0","lab-synch","121",6,2
"DM4T0","lab-synch","121",7,2
"DM4T0","lab-synch","121",8,3
"DM4T0","lab-synch","121",9,3
"DM4T0","lab-synch","121",10,3
"DM4T0","lab-synch","121",11,3
"DM4T0","lab-synch","121",12,4
"DM4T0","lab-synch","121",13,4
"67NP2","lab-synch","121",1,1
"67NP2","lab-synch","121",2,2
"67NP2","lab-synch","121",3,3
"67NP2","lab-synch","121",4,3
"67NP2","lab-synch","121",5,4
"67NP2","lab-synch","121",6,4
"67NP2","lab-synch","121",7,4
"67NP2","lab-synch","121",8,4
"67NP2","lab-synch","121",9,4
"67NP2","lab-synch","121",10,4
"67NP2","lab-synch","121",11,4
"67NP2","lab-synch","121",12,4
"67NP2","lab-synch","121",13,5
"8LK9M","lab-synch","121",1,1
"8LK9M","lab-synch","121",2,2
"8LK9M","lab-synch","121",3,3
"8LK9M","lab-synch","121",4,4
"8LK9M","lab-synch","121",5,4
"8LK9M","lab-synch","121",6,5
"8LK9M","lab-synch","121",7,5
"8LK9M","lab-synch","121",8,6
"8LK9M","lab-synch","121",9,7
"8LK9M","lab-synch","121",10,8
"8LK9M","lab-synch","121",11,9
"8LK9M","lab-synch","121",12,10
"8LK9M","lab-synch","121",13,11
"OZV09","lab-synch","121",1,0
"OZV09","lab-synch","121",2,0
"OZV09","lab-synch","121",3,0
"OZV09","lab-synch","121",4,0
"OZV09","lab-synch","121",5,1
"OZV09","lab-synch","121",6,1
"OZV09","lab-synch","121",7,1
"OZV09","lab-synch","121",8,1
"OZV09","lab-synch","121",9,1
"OZV09","lab-synch","121",10,1
"OZV09","lab-synch","121",11,1
"OZV09","lab-synch","121",12,1
"OZV09","lab-synch","121",13,1
"T5SHZ","lab-synch","121",1,0
"T5SHZ","lab-synch","121",2,1
"T5SHZ","lab-synch","121",3,2
"T5SHZ","lab-synch","121",4,3
"T5SHZ","lab-synch","121",5,4
"T5SHZ","lab-synch","121",6,5
"T5SHZ","lab-synch","121",7,5
"T5SHZ","lab-synch","121",8,6
"T5SHZ","lab-synch","121",9,7
"T5SHZ","lab-synch","121",10,8
"T5SHZ","lab-synch","121",11,9
"T5SHZ","lab-synch","121",12,10
"T5SHZ","lab-synch","121",13,11
"QOJ6L","lab-synch","121",1,1
"QOJ6L","lab-synch","121",2,2
"QOJ6L","lab-synch","121",3,3
"QOJ6L","lab-synch","121",4,4
"QOJ6L","lab-synch","121",5,5
"QOJ6L","lab-synch","121",6,6
"QOJ6L","lab-synch","121",7,7
"QOJ6L","lab-synch","121",8,8
"QOJ6L","lab-synch","121",9,9
"QOJ6L","lab-synch","121",10,10
"QOJ6L","lab-synch","121",11,11
"QOJ6L","lab-synch","121",12,12
"QOJ6L","lab-synch","121",13,13
"AFQCB","lab-synch","121",1,1
"AFQCB","lab-synch","121",2,1
"AFQCB","lab-synch","121",3,1
"AFQCB","lab-synch","121",4,1
"AFQCB","lab-synch","121",5,1
"AFQCB","lab-synch","121",6,1
"AFQCB","lab-synch","121",7,1
"AFQCB","lab-synch","121",8,1
"AFQCB","lab-synch","121",9,1
"AFQCB","lab-synch","121",10,1
"AFQCB","lab-synch","121",11,1
"AFQCB","lab-synch","121",12,1
"AFQCB","lab-synch","121",13,1
"G443Q","lab-synch","121",1,0
"G443Q","lab-synch","121",2,1
"G443Q","lab-synch","121",3,1
"G443Q","lab-synch","121",4,1
"G443Q","lab-synch","121",5,1
"G443Q","lab-synch","121",6,1
"G443Q","lab-synch","121",7,1
"G443Q","lab-synch","121",8,1
"G443Q","lab-synch","121",9,1
"G443Q","lab-synch","121",10,1
"G443Q","lab-synch","121",11,1
"G443Q","lab-synch","121",12,1
"G443Q","lab-synch","121",13,1
"1SY41","asynch","121",1,1
"1SY41","asynch","121",2,2
"1SY41","asynch","121",3,3
"1SY41","asynch","121",4,4
"1SY41","asynch","121",5,5
"1SY41","asynch","121",6,6
"1SY41","asynch","121",7,7
"1SY41","asynch","121",8,8
"1SY41","asynch","121",9,9
"1SY41","asynch","121",10,10
"1SY41","asynch","121",11,11
"1SY41","asynch","121",12,12
"1SY41","asynch","121",13,13
"LNVKO","asynch","111",1,1
"LNVKO","asynch","111",2,2
"LNVKO","asynch","111",3,3
"LNVKO","asynch","111",4,4
"LNVKO","asynch","111",5,5
"LNVKO","asynch","111",6,6
"LNVKO","asynch","111",7,7
"LNVKO","asynch","111",8,8
"LNVKO","asynch","111",9,9
"LNVKO","asynch","111",10,10
"LNVKO","asynch","111",11,11
"LNVKO","asynch","111",12,12
"LNVKO","asynch","111",13,13
"OUCFL","asynch","121",1,0
"OUCFL","asynch","121",2,0
"OUCFL","asynch","121",3,0
"OUCFL","asynch","121",4,1
"OUCFL","asynch","121",5,1
"OUCFL","asynch","121",6,2
"OUCFL","asynch","121",7,2
"OUCFL","asynch","121",8,2
"OUCFL","asynch","121",9,3
"OUCFL","asynch","121",10,4
"OUCFL","asynch","121",11,4
"OUCFL","asynch","121",12,5
"OUCFL","asynch","121",13,5
"KT7ZF","asynch","121",1,0
"KT7ZF","asynch","121",2,0
"KT7ZF","asynch","121",3,0
"KT7ZF","asynch","121",4,0
"KT7ZF","asynch","121",5,0
"KT7ZF","asynch","121",6,0
"KT7ZF","asynch","121",7,0
"KT7ZF","asynch","121",8,0
"KT7ZF","asynch","121",9,0
"KT7ZF","asynch","121",10,0
"KT7ZF","asynch","121",11,0
"KT7ZF","asynch","121",12,0
"KT7ZF","asynch","121",13,0
"WWMDF","asynch","111",1,0
"WWMDF","asynch","111",2,0
"WWMDF","asynch","111",3,0
"WWMDF","asynch","111",4,0
"WWMDF","asynch","111",5,0
"WWMDF","asynch","111",6,0
"WWMDF","asynch","111",7,0
"WWMDF","asynch","111",8,0
"WWMDF","asynch","111",9,0
"WWMDF","asynch","111",10,0
"WWMDF","asynch","111",11,0
"WWMDF","asynch","111",12,0
"WWMDF","asynch","111",13,0
"ACEXT","asynch","121",1,0
"ACEXT","asynch","121",2,0
"ACEXT","asynch","121",3,0
"ACEXT","asynch","121",4,0
"ACEXT","asynch","121",5,0
"ACEXT","asynch","121",6,0
"ACEXT","asynch","121",7,1
"ACEXT","asynch","121",8,1
"ACEXT","asynch","121",9,1
"ACEXT","asynch","121",10,1
"ACEXT","asynch","121",11,1
"ACEXT","asynch","121",12,1
"ACEXT","asynch","121",13,1
"ALN2P","asynch","121",1,0
"ALN2P","asynch","121",2,0
"ALN2P","asynch","121",3,0
"ALN2P","asynch","121",4,0
"ALN2P","asynch","121",5,0
"ALN2P","asynch","121",6,0
"ALN2P","asynch","121",7,0
"ALN2P","asynch","121",8,0
"ALN2P","asynch","121",9,0
"ALN2P","asynch","121",10,0
"ALN2P","asynch","121",11,0
"ALN2P","asynch","121",12,0
"ALN2P","asynch","121",13,0
"TD0NU","asynch","111",1,0
"TD0NU","asynch","111",2,0
"TD0NU","asynch","111",3,0
"TD0NU","asynch","111",4,0
"TD0NU","asynch","111",5,0
"TD0NU","asynch","111",6,0
"TD0NU","asynch","111",7,0
"TD0NU","asynch","111",8,0
"TD0NU","asynch","111",9,0
"TD0NU","asynch","111",10,0
"TD0NU","asynch","111",11,0
"TD0NU","asynch","111",12,0
"TD0NU","asynch","111",13,0
"Q7A44","asynch","121",1,1
"Q7A44","asynch","121",2,2
"Q7A44","asynch","121",3,3
"Q7A44","asynch","121",4,4
"Q7A44","asynch","121",5,5
"Q7A44","asynch","121",6,6
"Q7A44","asynch","121",7,7
"Q7A44","asynch","121",8,8
"Q7A44","asynch","121",9,9
"Q7A44","asynch","121",10,10
"Q7A44","asynch","121",11,11
"Q7A44","asynch","121",12,12
"Q7A44","asynch","121",13,13
"5TMTW","asynch","121",1,0
"5TMTW","asynch","121",2,0
"5TMTW","asynch","121",3,0
"5TMTW","asynch","121",4,0
"5TMTW","asynch","121",5,0
"5TMTW","asynch","121",6,0
"5TMTW","asynch","121",7,0
"5TMTW","asynch","121",8,0
"5TMTW","asynch","121",9,0
"5TMTW","asynch","121",10,0
"5TMTW","asynch","121",11,0
"5TMTW","asynch","121",12,0
"5TMTW","asynch","121",13,0
"QOR74","asynch","121",1,0
"QOR74","asynch","121",2,0
"QOR74","asynch","121",3,0
"QOR74","asynch","121",4,1
"QOR74","asynch","121",5,1
"QOR74","asynch","121",6,1
"QOR74","asynch","121",7,1
"QOR74","asynch","121",8,1
"QOR74","asynch","121",9,1
"QOR74","asynch","121",10,1
"QOR74","asynch","121",11,1
"QOR74","asynch","121",12,1
"QOR74","asynch","121",13,1
"431GR","asynch","111",1,1
"431GR","asynch","111",2,2
"431GR","asynch","111",3,2
"431GR","asynch","111",4,3
"431GR","asynch","111",5,4
"431GR","asynch","111",6,5
"431GR","asynch","111",7,5
"431GR","asynch","111",8,6
"431GR","asynch","111",9,7
"431GR","asynch","111",10,8
"431GR","asynch","111",11,9
"431GR","asynch","111",12,10
"431GR","asynch","111",13,11
"HUNJ8","asynch","121",1,0
"HUNJ8","asynch","121",2,0
"HUNJ8","asynch","121",3,0
"HUNJ8","asynch","121",4,0
"HUNJ8","asynch","121",5,0
"HUNJ8","asynch","121",6,0
"HUNJ8","asynch","121",7,0
"HUNJ8","asynch","121",8,0
"HUNJ8","asynch","121",9,0
"HUNJ8","asynch","121",10,0
"HUNJ8","asynch","121",11,0
"HUNJ8","asynch","121",12,0
"HUNJ8","asynch","121",13,0
"SGTQJ","asynch","111",1,0
"SGTQJ","asynch","111",2,0
"SGTQJ","asynch","111",3,0
"SGTQJ","asynch","111",4,0
"SGTQJ","asynch","111",5,0
"SGTQJ","asynch","111",6,0
"SGTQJ","asynch","111",7,0
"SGTQJ","asynch","111",8,0
"SGTQJ","asynch","111",9,0
"SGTQJ","asynch","111",10,0
"SGTQJ","asynch","111",11,0
"SGTQJ","asynch","111",12,0
"SGTQJ","asynch","111",13,0
"QVWU9","asynch","121",1,0
"QVWU9","asynch","121",2,0
"QVWU9","asynch","121",3,0
"QVWU9","asynch","121",4,0
"QVWU9","asynch","121",5,1
"QVWU9","asynch","121",6,1
"QVWU9","asynch","121",7,1
"QVWU9","asynch","121",8,1
"QVWU9","asynch","121",9,1
"QVWU9","asynch","121",10,1
"QVWU9","asynch","121",11,1
"QVWU9","asynch","121",12,1
"QVWU9","asynch","121",13,1
"YAZM5","asynch","121",1,0
"YAZM5","asynch","121",2,1
"YAZM5","asynch","121",3,2
"YAZM5","asynch","121",4,3
"YAZM5","asynch","121",5,4
"YAZM5","asynch","121",6,5
"YAZM5","asynch","121",7,5
"YAZM5","asynch","121",8,6
"YAZM5","asynch","121",9,7
"YAZM5","asynch","121",10,8
"YAZM5","asynch","121",11,9
"YAZM5","asynch","121",12,10
"YAZM5","asynch","121",13,11
"ZL796","asynch","111",1,0
"ZL796","asynch","111",2,0
"ZL796","asynch","111",3,0
"ZL796","asynch","111",4,0
"ZL796","asynch","111",5,0
"ZL796","asynch","111",6,0
"ZL796","asynch","111",7,0
"ZL796","asynch","111",8,0
"ZL796","asynch","111",9,0
"ZL796","asynch","111",10,0
"ZL796","asynch","111",11,0
"ZL796","asynch","111",12,0
"ZL796","asynch","111",13,0
"P83KE","asynch","121",1,0
"P83KE","asynch","121",2,0
"P83KE","asynch","121",3,0
"P83KE","asynch","121",4,0
"P83KE","asynch","121",5,0
"P83KE","asynch","121",6,0
"P83KE","asynch","121",7,0
"P83KE","asynch","121",8,0
"P83KE","asynch","121",9,0
"P83KE","asynch","121",10,0
"P83KE","asynch","121",11,0
"P83KE","asynch","121",12,0
"P83KE","asynch","121",13,0
"57KJC","asynch","121",1,0
"57KJC","asynch","121",2,1
"57KJC","asynch","121",3,2
"57KJC","asynch","121",4,3
"57KJC","asynch","121",5,4
"57KJC","asynch","121",6,5
"57KJC","asynch","121",7,6
"57KJC","asynch","121",8,7
"57KJC","asynch","121",9,8
"57KJC","asynch","121",10,9
"57KJC","asynch","121",11,10
"57KJC","asynch","121",12,11
"57KJC","asynch","121",13,12
"8DL90","asynch","121",1,1
"8DL90","asynch","121",2,2
"8DL90","asynch","121",3,3
"8DL90","asynch","121",4,3
"8DL90","asynch","121",5,4
"8DL90","asynch","121",6,5
"8DL90","asynch","121",7,5
"8DL90","asynch","121",8,5
"8DL90","asynch","121",9,5
"8DL90","asynch","121",10,5
"8DL90","asynch","121",11,5
"8DL90","asynch","121",12,6
"8DL90","asynch","121",13,7
"YK2A6","asynch","111",1,0
"YK2A6","asynch","111",2,0
"YK2A6","asynch","111",3,0
"YK2A6","asynch","111",4,0
"YK2A6","asynch","111",5,0
"YK2A6","asynch","111",6,0
"YK2A6","asynch","111",7,0
"YK2A6","asynch","111",8,0
"YK2A6","asynch","111",9,0
"YK2A6","asynch","111",10,0
"YK2A6","asynch","111",11,0
"YK2A6","asynch","111",12,0
"YK2A6","asynch","111",13,0
"ECJQV","asynch","121",1,0
"ECJQV","asynch","121",2,0
"ECJQV","asynch","121",3,1
"ECJQV","asynch","121",4,1
"ECJQV","asynch","121",5,1
"ECJQV","asynch","121",6,1
"ECJQV","asynch","121",7,1
"ECJQV","asynch","121",8,1
"ECJQV","asynch","121",9,1
"ECJQV","asynch","121",10,1
"ECJQV","asynch","121",11,1
"ECJQV","asynch","121",12,1
"ECJQV","asynch","121",13,1
"LS93R","asynch","121",1,0
"LS93R","asynch","121",2,0
"LS93R","asynch","121",3,0
"LS93R","asynch","121",4,0
"LS93R","asynch","121",5,0
"LS93R","asynch","121",6,0
"LS93R","asynch","121",7,0
"LS93R","asynch","121",8,0
"LS93R","asynch","121",9,0
"LS93R","asynch","121",10,0
"LS93R","asynch","121",11,0
"LS93R","asynch","121",12,0
"LS93R","asynch","121",13,0
"0YVPY","asynch","121",1,1
"0YVPY","asynch","121",2,2
"0YVPY","asynch","121",3,2
"0YVPY","asynch","121",4,3
"0YVPY","asynch","121",5,4
"0YVPY","asynch","121",6,4
"0YVPY","asynch","121",7,4
"0YVPY","asynch","121",8,4
"0YVPY","asynch","121",9,4
"0YVPY","asynch","121",10,4
"0YVPY","asynch","121",11,4
"0YVPY","asynch","121",12,4
"0YVPY","asynch","121",13,4
"QNNZZ","asynch","121",1,1
"QNNZZ","asynch","121",2,2
"QNNZZ","asynch","121",3,2
"QNNZZ","asynch","121",4,2
"QNNZZ","asynch","121",5,2
"QNNZZ","asynch","121",6,2
"QNNZZ","asynch","121",7,2
"QNNZZ","asynch","121",8,2
"QNNZZ","asynch","121",9,2
"QNNZZ","asynch","121",10,2
"QNNZZ","asynch","121",11,2
"QNNZZ","asynch","121",12,2
"QNNZZ","asynch","121",13,2
"K3AE8","asynch","121",1,0
"K3AE8","asynch","121",2,0
"K3AE8","asynch","121",3,0
"K3AE8","asynch","121",4,0
"K3AE8","asynch","121",5,0
"K3AE8","asynch","121",6,0
"K3AE8","asynch","121",7,0
"K3AE8","asynch","121",8,0
"K3AE8","asynch","121",9,0
"K3AE8","asynch","121",10,0
"K3AE8","asynch","121",11,0
"K3AE8","asynch","121",12,0
"K3AE8","asynch","121",13,0
"A9JCU","asynch","111",1,0
"A9JCU","asynch","111",2,0
"A9JCU","asynch","111",3,0
"A9JCU","asynch","111",4,0
"A9JCU","asynch","111",5,0
"A9JCU","asynch","111",6,0
"A9JCU","asynch","111",7,0
"A9JCU","asynch","111",8,0
"A9JCU","asynch","111",9,0
"A9JCU","asynch","111",10,0
"A9JCU","asynch","111",11,0
"A9JCU","asynch","111",12,0
"A9JCU","asynch","111",13,0
"BR500","asynch","121",1,0
"BR500","asynch","121",2,0
"BR500","asynch","121",3,0
"BR500","asynch","121",4,0
"BR500","asynch","121",5,0
"BR500","asynch","121",6,0
"BR500","asynch","121",7,0
"BR500","asynch","121",8,0
"BR500","asynch","121",9,0
"BR500","asynch","121",10,0
"BR500","asynch","121",11,0
"BR500","asynch","121",12,0
"BR500","asynch","121",13,0
"OFOB1","asynch","111",1,0
"OFOB1","asynch","111",2,0
"OFOB1","asynch","111",3,0
"OFOB1","asynch","111",4,0
"OFOB1","asynch","111",5,0
"OFOB1","asynch","111",6,0
"OFOB1","asynch","111",7,0
"OFOB1","asynch","111",8,0
"OFOB1","asynch","111",9,1
"OFOB1","asynch","111",10,2
"OFOB1","asynch","111",11,3
"OFOB1","asynch","111",12,4
"OFOB1","asynch","111",13,5
"B44PE","asynch","121",1,0
"B44PE","asynch","121",2,1
"B44PE","asynch","121",3,2
"B44PE","asynch","121",4,3
"B44PE","asynch","121",5,4
"B44PE","asynch","121",6,5
"B44PE","asynch","121",7,5
"B44PE","asynch","121",8,6
"B44PE","asynch","121",9,7
"B44PE","asynch","121",10,8
"B44PE","asynch","121",11,9
"B44PE","asynch","121",12,10
"B44PE","asynch","121",13,11
"96GEP","asynch","121",1,0
"96GEP","asynch","121",2,1
"96GEP","asynch","121",3,2
"96GEP","asynch","121",4,3
"96GEP","asynch","121",5,4
"96GEP","asynch","121",6,5
"96GEP","asynch","121",7,5
"96GEP","asynch","121",8,6
"96GEP","asynch","121",9,7
"96GEP","asynch","121",10,8
"96GEP","asynch","121",11,9
"96GEP","asynch","121",12,10
"96GEP","asynch","121",13,10
"VP6G3","asynch","121",1,0
"VP6G3","asynch","121",2,0
"VP6G3","asynch","121",3,0
"VP6G3","asynch","121",4,0
"VP6G3","asynch","121",5,1
"VP6G3","asynch","121",6,1
"VP6G3","asynch","121",7,1
"VP6G3","asynch","121",8,1
"VP6G3","asynch","121",9,1
"VP6G3","asynch","121",10,1
"VP6G3","asynch","121",11,1
"VP6G3","asynch","121",12,1
"VP6G3","asynch","121",13,1
"98VDX","asynch","121",1,0
"98VDX","asynch","121",2,0
"98VDX","asynch","121",3,0
"98VDX","asynch","121",4,0
"98VDX","asynch","121",5,1
"98VDX","asynch","121",6,1
"98VDX","asynch","121",7,1
"98VDX","asynch","121",8,1
"98VDX","asynch","121",9,1
"98VDX","asynch","121",10,1
"98VDX","asynch","121",11,1
"98VDX","asynch","121",12,2
"98VDX","asynch","121",13,2
"8MT4O","asynch","121",1,0
"8MT4O","asynch","121",2,0
"8MT4O","asynch","121",3,0
"8MT4O","asynch","121",4,0
"8MT4O","asynch","121",5,0
"8MT4O","asynch","121",6,0
"8MT4O","asynch","121",7,0
"8MT4O","asynch","121",8,0
"8MT4O","asynch","121",9,0
"8MT4O","asynch","121",10,0
"8MT4O","asynch","121",11,0
"8MT4O","asynch","121",12,0
"8MT4O","asynch","121",13,0
"E9SDE","asynch","121",1,0
"E9SDE","asynch","121",2,0
"E9SDE","asynch","121",3,0
"E9SDE","asynch","121",4,0
"E9SDE","asynch","121",5,0
"E9SDE","asynch","121",6,0
"E9SDE","asynch","121",7,0
"E9SDE","asynch","121",8,0
"E9SDE","asynch","121",9,0
"E9SDE","asynch","121",10,0
"E9SDE","asynch","121",11,0
"E9SDE","asynch","121",12,1
"E9SDE","asynch","121",13,1
"K9UQH","asynch","121",1,0
"K9UQH","asynch","121",2,0
"K9UQH","asynch","121",3,0
"K9UQH","asynch","121",4,0
"K9UQH","asynch","121",5,0
"K9UQH","asynch","121",6,0
"K9UQH","asynch","121",7,0
"K9UQH","asynch","121",8,0
"K9UQH","asynch","121",9,0
"K9UQH","asynch","121",10,0
"K9UQH","asynch","121",11,0
"K9UQH","asynch","121",12,0
"K9UQH","asynch","121",13,0
"LAZ3T","asynch","111",1,1
"LAZ3T","asynch","111",2,2
"LAZ3T","asynch","111",3,3
"LAZ3T","asynch","111",4,4
"LAZ3T","asynch","111",5,5
"LAZ3T","asynch","111",6,6
"LAZ3T","asynch","111",7,7
"LAZ3T","asynch","111",8,8
"LAZ3T","asynch","111",9,9
"LAZ3T","asynch","111",10,10
"LAZ3T","asynch","111",11,11
"LAZ3T","asynch","111",12,12
"LAZ3T","asynch","111",13,13
"EZ7J5","asynch","111",1,0
"EZ7J5","asynch","111",2,0
"EZ7J5","asynch","111",3,0
"EZ7J5","asynch","111",4,0
"EZ7J5","asynch","111",5,1
"EZ7J5","asynch","111",6,1
"EZ7J5","asynch","111",7,1
"EZ7J5","asynch","111",8,2
"EZ7J5","asynch","111",9,3
"EZ7J5","asynch","111",10,4
"EZ7J5","asynch","111",11,5
"EZ7J5","asynch","111",12,6
"EZ7J5","asynch","111",13,6
"WYZCU","asynch","111",1,0
"WYZCU","asynch","111",2,0
"WYZCU","asynch","111",3,0
"WYZCU","asynch","111",4,0
"WYZCU","asynch","111",5,1
"WYZCU","asynch","111",6,1
"WYZCU","asynch","111",7,1
"WYZCU","asynch","111",8,1
"WYZCU","asynch","111",9,1
"WYZCU","asynch","111",10,1
"WYZCU","asynch","111",11,1
"WYZCU","asynch","111",12,1
"WYZCU","asynch","111",13,2
"WB4HC","asynch","111",1,0
"WB4HC","asynch","111",2,0
"WB4HC","asynch","111",3,0
"WB4HC","asynch","111",4,0
"WB4HC","asynch","111",5,0
"WB4HC","asynch","111",6,0
"WB4HC","asynch","111",7,0
"WB4HC","asynch","111",8,0
"WB4HC","asynch","111",9,0
"WB4HC","asynch","111",10,0
"WB4HC","asynch","111",11,0
"WB4HC","asynch","111",12,0
"WB4HC","asynch","111",13,0
"OE3DT","asynch","121",1,0
"OE3DT","asynch","121",2,0
"OE3DT","asynch","121",3,0
"OE3DT","asynch","121",4,0
"OE3DT","asynch","121",5,1
"OE3DT","asynch","121",6,2
"OE3DT","asynch","121",7,3
"OE3DT","asynch","121",8,4
"OE3DT","asynch","121",9,5
"OE3DT","asynch","121",10,6
"OE3DT","asynch","121",11,6
"OE3DT","asynch","121",12,7
"OE3DT","asynch","121",13,8
"1QMGP","asynch","121",1,0
"1QMGP","asynch","121",2,0
"1QMGP","asynch","121",3,0
"1QMGP","asynch","121",4,0
"1QMGP","asynch","121",5,0
"1QMGP","asynch","121",6,0
"1QMGP","asynch","121",7,0
"1QMGP","asynch","121",8,0
"1QMGP","asynch","121",9,0
"1QMGP","asynch","121",10,0
"1QMGP","asynch","121",11,0
"1QMGP","asynch","121",12,0
"1QMGP","asynch","121",13,0
"Z461O","asynch","111",1,0
"Z461O","asynch","111",2,0
"Z461O","asynch","111",3,0
"Z461O","asynch","111",4,0
"Z461O","asynch","111",5,0
"Z461O","asynch","111",6,0
"Z461O","asynch","111",7,0
"Z461O","asynch","111",8,0
"Z461O","asynch","111",9,0
"Z461O","asynch","111",10,0
"Z461O","asynch","111",11,0
"Z461O","asynch","111",12,0
"Z461O","asynch","111",13,0
"E6KMK","asynch","111",1,0
"E6KMK","asynch","111",2,0
"E6KMK","asynch","111",3,0
"E6KMK","asynch","111",4,0
"E6KMK","asynch","111",5,0
"E6KMK","asynch","111",6,0
"E6KMK","asynch","111",7,0
"E6KMK","asynch","111",8,0
"E6KMK","asynch","111",9,0
"E6KMK","asynch","111",10,0
"E6KMK","asynch","111",11,0
"E6KMK","asynch","111",12,0
"E6KMK","asynch","111",13,0
"0F1A8","asynch","111",1,0
"0F1A8","asynch","111",2,0
"0F1A8","asynch","111",3,0
"0F1A8","asynch","111",4,0
"0F1A8","asynch","111",5,0
"0F1A8","asynch","111",6,0
"0F1A8","asynch","111",7,0
"0F1A8","asynch","111",8,0
"0F1A8","asynch","111",9,0
"0F1A8","asynch","111",10,0
"0F1A8","asynch","111",11,0
"0F1A8","asynch","111",12,0
"0F1A8","asynch","111",13,0
"9S5Z0","asynch","111",1,0
"9S5Z0","asynch","111",2,0
"9S5Z0","asynch","111",3,0
"9S5Z0","asynch","111",4,0
"9S5Z0","asynch","111",5,0
"9S5Z0","asynch","111",6,0
"9S5Z0","asynch","111",7,0
"9S5Z0","asynch","111",8,0
"9S5Z0","asynch","111",9,0
"9S5Z0","asynch","111",10,0
"9S5Z0","asynch","111",11,0
"9S5Z0","asynch","111",12,0
"9S5Z0","asynch","111",13,0
"ARCSZ","asynch","121",1,0
"ARCSZ","asynch","121",2,0
"ARCSZ","asynch","121",3,0
"ARCSZ","asynch","121",4,0
"ARCSZ","asynch","121",5,1
"ARCSZ","asynch","121",6,1
"ARCSZ","asynch","121",7,1
"ARCSZ","asynch","121",8,1
"ARCSZ","asynch","121",9,1
"ARCSZ","asynch","121",10,1
"ARCSZ","asynch","121",11,1
"ARCSZ","asynch","121",12,1
"ARCSZ","asynch","121",13,1
"F86ZM","asynch","111",1,0
"F86ZM","asynch","111",2,0
"F86ZM","asynch","111",3,0
"F86ZM","asynch","111",4,0
"F86ZM","asynch","111",5,0
"F86ZM","asynch","111",6,0
"F86ZM","asynch","111",7,0
"F86ZM","asynch","111",8,0
"F86ZM","asynch","111",9,0
"F86ZM","asynch","111",10,0
