"subject","study","condition","session","exp_id","sona_id","pool","mode","attn_check","explanation","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","discriminant_score","tri_score","orth_score","other_score","blank_score","totaltime_m"
"NN6JS","SGC4A","114","wi22sona","2218","42816","sona","asynch","TRUE","You look at the x-axis and determine which points aline above 12pm","I tried my best on each question",2,5,2,"n/a",18,"United States","English","First","Biomedical & Health Sciences","Male","n/a","chrome",1357,707,"Mac OS","2022-02-27T21:21:03.354Z","success","winter22",1,0,-10.8333333333333,0,13,4,0,10.61335
"O7C4V","SGC4A","113","wi22sona","2217","27833","sona","asynch","TRUE","I first look at the tip/point made by the diagonal lines connected to 12 pm to see if any dots fall on the spot to indicate the start or end of a shift. Next I check if there are points that lie vertically to 12 pm if there are any breaks (B and F) that take place at that time","I tried my best on each question",4,2,2,"",22,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1440,720,"Mac OS","2022-03-09T07:56:40.857Z","success","winter22",2,8,6.5,12,2,6,0,20.8619333333333
"YG0JQ","SGC4A","115","wi22sona","2217","36350","sona","asynch","TRUE","read the y line","I tried my best on most questions",3,3,1,"n/a",23,"usa","English","Third","Humanities","Female","no","chrome",1222,774,"Mac OS","2022-03-09T18:30:45.143Z","success","winter22",1,1,-8.25,1,12,3,1,6.94483333333333
"QAUVK","SGC4A","113","wi22sona","2218","33335","sona","asynch","TRUE","looking directly above the 12 pm tick on x axis","I tried my best on most questions",3,1,3,"made me feel cross-eyed for a bit lol",18,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","n/a","chrome",1440,789,"Mac OS","2022-03-02T07:11:35.084Z","success","winter22",1,0,-10.6666666666667,0,13,2,0,10.8577166666667
"9CLCR","SGC4A","114","wi22sona","2218","31581","sona","asynch","TRUE","Look at 12 pm, then look at the diagonal line facing right and go up the line to determine which shifts start at 12.","I tried my best on each question",2,4,5,"",21,"US","English","Third","Social Sciences (incl. CogSci)","Male","no","chrome",1429,931,"Mac OS","2022-02-28T05:05:37.897Z","success","winter22",1,12,12,15,0,0,0,9.06068333333333
"TFEQ0","SGC4A","114","wi22sona","2218","42862","sona","asynch","TRUE","The events that start at 12 pm are the ones that have black dot along the y-axis at 12 pm on the x-axis.","I tried my best on each question",3,2,2,"",18,"USA","English","First","Social Sciences (incl. CogSci)","Female","no ","chrome",1440,821,"Mac OS","2022-03-04T22:52:57.059Z","success","winter22",3,0,-10.5833333333333,0,13,1,0,12.07205
"JY80S","SGC4A","115","wi22sona","2218","38629","sona","asynch","TRUE","follow the line diagonally right starting at 12pm  ","I tried my best on most questions",1,2,3,"I was slightly confused at the beginning but I thing I got it after 2 questions",22,"United States","English","Fourth","Biomedical & Health Sciences","Male","no","chrome",1536,714,"Windows 10","2022-03-05T03:33:27.192Z","success","winter22",1,8,4,10,5,0,0,12.7406833333333
"SGDUF","SGC4A","114","wi22sona","2218","35403","sona","asynch","TRUE","find 12pm, go up right diagonal. All points intersecting with that line start at 12pm","I tried my best on each question",2,5,4,"",21,"United States","English","Fourth","Math or Computer Sciences","Female","no","chrome",2048,1010,"Windows 10","2022-03-01T13:14:27.626Z","success","winter22",1,8,11.6666666666667,15,0,0,0,8.48966666666667
"4GNS9","SGC4A","113","wi22sona","2217","42487","sona","asynch","TRUE","Look at the bottom axis at 12pm, imagine or draw a vertical line through the 12pm time and choose the letters that has a dot on that vertical line","I tried my best on each question",3,4,4,"The chart was a little bit confusing at first but it gets better as I got used to it.",19,"Vietnam","X-Other","First","Biomedical & Health Sciences","Female","Nope","chrome",1439,736,"Mac OS","2022-03-09T18:57:35.434Z","success","winter22",2,0,-12.0833333333333,0,15,0,0,11.72685
"C0VRA","SGC4A","114","wi22sona","2218","34282","sona","asynch","TRUE","find 12pm on the x axis and look for black dots directly above it.","I tried my best on each question",2,3,4,"",21,"China","Mandarin","Third","Natural Sciences","Female","","chrome",1134,855,"Mac OS","2022-03-01T00:23:22.916Z","success","winter22",2,0,-11.0833333333333,0,14,0,0,10.8740833333333
"O30BB","SGC4A","114","wi22sona","2218","41572","sona","asynch","TRUE","go to the x-axis, find 12pm and look up. the plots pointed at 12pm are shown. F and B","I tried my best on each question",3,4,5,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1440,789,"Mac OS","2022-03-08T02:46:32.250Z","success","winter22",2,0,-9.66666666666667,0,12,2,0,9.02583333333333
"Y30VN","SGC4A","115","wi22sona","2217","37316","sona","asynch","TRUE","the x axis is on 12pm","I tried my best on most questions",3,4,2,"the layout of the graph was confusing (the diamond shapes)",20,"USA","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1430,718,"Mac OS","2022-03-09T19:13:33.533Z","success","winter22",1,0,-12.1666666666667,0,15,2,0,9.12216666666667
"APZGR","SGC4A","113","wi22sona","2218","36520","sona","asynch","TRUE","I started at the bottom where the axis is labeled 12 pm and then moved upward to see which events fall on that line (B and F)","I tried my best on most questions",4,4,2,"The visualization was kind of hard to understand at first, especially because the label on the bottom stated that it was representative of times shifted started AND ended— at first I thought I was supposed to look for points on the graph to reveal when a shift ended instead of mentally calculating it using each point's duration and start time.",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,689,"Mac OS","2022-03-05T06:32:43.300Z","success","winter22",2,0,-12.1666666666667,0,15,0,0,13.5192333333333
"304O6","SGC4A","113","wi22sona","2217","41027","sona","asynch","TRUE","You look at the X axis and look for the dots that start at the 12 mark.","I tried my best on each question",5,2,1,"The grid of the time pyramid diagram caused severe eye strain and triggered a migraine.",30,"United States","English","Third","Social Sciences (incl. CogSci)","Female","eye sensitivity problem distinguishing fine lines.","chrome",1536,714,"Windows 10","2022-03-09T20:10:57.173Z","success","winter22",2,1,-5.16666666666667,1,8,1,3,35.9273666666667
"U26T4","SGC4A","115","wi22sona","2218","34535","sona","asynch","TRUE","I would start by looking at the x-axis at 12pm and then see the linear line that it going up one and right one every hour. So we see B and F ending their shifts and M and H starting their shifts.","I tried my best on each question",2,4,4,"",21,"United States of America","English","Fourth","Social Sciences (incl. CogSci)","Male","no","chrome",1440,821,"Mac OS","2022-02-27T21:49:03.539Z","success","winter22",1,4,3.41666666666667,6,2,6,2,9.86005
"Y2BWO","SGC4A","114","wi22sona","2218","43206","sona","asynch","TRUE","B and F start at 12pm. ","I tried my best on each question",3,3,3,"",22,"United States","Spanish","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-03-03T23:40:46.819Z","success","winter22",1,0,-3,2,5,12,0,8.10928333333333
"Y2RLM","SGC4A","115","wi22sona","2217","30527","sona","asynch","TRUE","Go from the X axis up ","I tried my best on each question",4,2,4,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1920,961,"Windows 10","2022-03-09T07:36:24.611Z","success","winter22",1,1,-8.08333333333333,1,12,1,1,8.40548333333333
"NG0OK","SGC4A","115","wi22sona","2218","31772","sona","asynch","TRUE","Find 12pm on the x axis.  Go up and find the event","I tried my best on each question",3,2,3,"",20,"US","English","Third","Social Sciences (incl. CogSci)","Male","","chrome",2560,1361,"Mac OS","2022-03-08T06:48:17.978Z","success","winter22",1,0,-10.1666666666667,0,13,2,0,8.43206666666667
"PX101","SGC4A","113","wi22sona","2218","34402","sona","asynch","TRUE","I go to 12pm on the x axis and then i go up from there to see which points are on 12pm","I tried my best on each question",1,4,3,"",21,"united states","English","Third","Social Sciences (incl. CogSci)","Male","no","chrome",1330,729,"Mac OS","2022-03-06T01:59:15.416Z","success","winter22",1,2,-4.75,3,8,8,0,6.48695
"JJTSL","SGC4A","113","wi22sona","2218","34863","sona","asynch","TRUE","use the x axis","I tried my best on most questions",5,4,1,"",20,"usa","English","Third","Social Sciences (incl. CogSci)","Female","no. average intelligence lol","chrome",1504,892,"Windows 10","2022-03-03T03:28:50.058Z","success","winter22",1,0,-10.1666666666667,0,13,2,0,26.2696
"2WLTY","SGC4A","113","wi22sona","2218","36609","sona","asynch","TRUE","Follow the two diagonals that start at 12 PM. Any dots it intersects with starts at 12pm.","I tried my best on each question",5,1,5,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1536,722,"Windows 10","2022-03-04T01:53:27.625Z","success","winter22",2.5,3,3.16666666666667,6,1,8,1,9.5947
"U839U","SGC4A","113","wi22sona","2218","37268","sona","asynch","TRUE","you move to 12 PM on the bottom and then work up through the graph to see which letters fall on the same vertical line as 12 PM","I tried my best on each question",3,2,3,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1280,721,"Mac OS","2022-03-01T16:41:45.466Z","success","winter22",1,0,-10.6666666666667,0,13,2,0,11.5474833333333
"3ST7R","SGC4A","115","wi22sona","2218","37140","sona","asynch","TRUE","go to 12 pm and look for the dots on that number
","I tried my best on most questions",5,1,1,"yikes i changed my technique half way through",24,"US","English","X-OTHER","Social Sciences (incl. CogSci)","Female","","chrome",1792,1041,"Mac OS","2022-03-02T20:36:53.096Z","success","winter22",1,2,-3,3,6,5,2,9.13431666666667
"ECX0M","SGC4A","115","wi22sona","2218","43069","sona","asynch","TRUE","x axis @12. go up","I tried my best on most questions",2,4,1,"",18,"united states","Cantonese","First","Engineering","Male","","chrome",1920,896,"Mac OS","2022-02-27T21:34:31.021Z","success","winter22",1,0,-10.0833333333333,0,12,1,1,10.5347833333333
"NMURJ","SGC4A","115","wi22sona","2218","39083","sona","asynch","TRUE","Look at the bottom axis for the start times and go up from 12pm","I tried my best on most questions",3,4,2,"I was unsure about why the graph lines were placed the way they were (i.e. diagonal instead of vertical/horizontal), and it definitely made interpreting the graph more difficult.",20,"United States of America","English","Second","Math or Computer Sciences","Male","No.","chrome",1512,781,"Mac OS","2022-03-05T05:10:50.134Z","success","winter22",1,0,-11,0,14,0,1,9.36256666666667
"6KL2R","SGC4A","115","wi22sona","2217","29716","sona","asynch","TRUE","look at the x axis and find 12pm","I tried my best on most questions",3,4,2,"no",22,"China","Mandarin","Fourth","Humanities","Female","","chrome",1440,732,"Mac OS","2022-03-09T18:26:44.745Z","success","winter22",1,0,-9.66666666666667,0,12,1,0,14.3551
"TPV5H","SGC4A","113","wi22sona","2218","39748","sona","asynch","TRUE","I know the graph says start and end time, which is confusing, so I have just been reading the dots as start times and counting however many hours the shift is to determine end time.  So b and f are the start of a shift.","I tried my best on each question",5,3,1,"I worked a retail job with a shift chart and if I ever had to deal with one like this I would've poked my eyes out every day.  ",20,"USA","English","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1440,789,"Mac OS","2022-02-28T19:29:46.309Z","success","winter22",1,0,-10.25,1,14,3,0,15.8744
"X16OX","SGC4A","115","wi22sona","2218","32687","sona","asynch","TRUE","Take your mouse and find 12 PM on the x-axis. Go straight up from that point with your mouse to find which shifts start then.","I tried my best on each question",4,4,2,"Some of the ways the questions were worded were a bit confusing, but I think I understood them.",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","No.","chrome",1536,722,"Windows 10","2022-03-04T00:00:34.880Z","success","winter22",1,0,-11.5,0,14,0,0,25.7991166666667
"PBAU4","SGC4A","113","wi22sona","2218","40736","sona","asynch","TRUE","find 12 on x-axis and see any points that fall on that line and those are the shifts that will be starting at that time. then look at the y axis to see how long those shifts will last.","I tried my best on each question",3,4,3,"I hope we get to know how many we got correct",24,"USA","English","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1718,885,"Mac OS","2022-02-28T17:41:14.254Z","success","winter22",1,0,-10.6666666666667,0,13,2,0,14.0250333333333
"OLL5S","SGC4A","115","wi22sona","2218","31363","sona","asynch","TRUE","j ends shift, f anf b start","I tried my best on most questions",4,4,4,"",21,"United States","X-Other","Third","Biomedical & Health Sciences","Female","","chrome",1440,764,"Mac OS","2022-03-04T03:50:02.399Z","success","winter22",2,0,-10.5833333333333,0,13,1,0,6.29658333333333
"L2T50","SGC4A","115","wi22sona","2218","40640","sona","asynch","TRUE","By looking at the X-axis labeled as the time of day, specifically looking at 12 pm shifts. ","I tried my best on each question",4,2,3,"I believe I may have messed up in the first half of the session because I was unsure if I was right or not. However, as mentioned above, I really did try my best. ",18,"United States","English","First","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-04T03:01:20.689Z","success","winter22",2,1,-7.5,1,10,6,0,23.0900166666667
"T8EZ7","SGC4A","114","wi22sona","2218","43244","sona","asynch","TRUE","Locate 12pm on the x-axis. Follow the diagonal line shooting out to the right of it to see when shifts begin (M & L). Follow the diagonal line shooting out to the left of it to see which shifts ended (none). Look above it to see which shifts had their coffee break at that time (B & F).","I tried my best on each question",3,5,5,"I really liked this method of plotting the data; although it took some getting used to.",20,"USA","English","Third","Social Sciences (incl. CogSci)","Female","n/a","chrome",1440,702,"Mac OS","2022-03-06T03:41:39.735Z","success","winter22",1,12,12,15,0,0,0,17.6095
"YSO0M","SGC4A","113","wi22sona","2218","37031","sona","asynch","TRUE","We need to find 12 pm and then look up the pyramid to see which letters correspond to that","I tried my best on each question",3,3,3,"",19,"Russia","X-Other","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1280,800,"Mac OS","2022-03-04T02:13:05.837Z","success","winter22",1,0,-9.41666666666667,0,12,4,0,17.5700166666667
"R8DPA","SGC4A","115","wi22sona","2217","37706","sona","asynch","TRUE","Look at 12pm on the x-axis and then look at the points above it.","I tried my best on each question",3,5,5,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,696,"Mac OS","2022-03-09T08:04:33.543Z","success","winter22",1,0,-10.25,0,13,1,0,11.88055
"3KN5D","SGC4A","115","wi22sona","2218","34604","sona","asynch","TRUE","I would go to the 12pm slot and then trace the dots along the left diagnol.","I tried my best on most questions",4,4,5,"",20,"U.S.","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-08T01:54:23.749Z","success","winter22",1,8,8.83333333333333,13,1,0,1,6.63961666666667
"59MBJ","SGC4A","113","wi22sona","2218","36237","sona","asynch","TRUE","B and F shifts start and I and J shifts ends.","I tried my best on each question",3,4,4,"",22,"United States","English","Fifth","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-03T02:16:58.288Z","success","winter22",1,0,-9.58333333333333,0,12,1,1,16.0821666666667
"HJESG","SGC4A","113","wi22sona","2218","36611","sona","asynch","TRUE","coffee break","I tried my best on most questions",3,3,3,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-01T02:15:01.553Z","success","winter22",1,1,-4.66666666666667,2,7,7,1,9.31098333333333
"SJ64C","SGC4A","114","wi22sona","2218","41985","sona","asynch","TRUE","go to 12 on x axis, draw vertical line throught 12, to the top of the graph","I tried my best on each question",1,2,1,"so many lines",20,"USA","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1440,821,"Mac OS","2022-03-08T07:10:40.387Z","success","winter22",1,0,-12,0,15,0,0,14.6601166666667
"2KWJH","SGC4A","114","wi22sona","2217","27937","sona","asynch","TRUE","Look at the 12pm on the bottom axis and look at which points intersect with the 12pm","I tried my best on each question",3,4,4,"",21,"Hong Kong","Mandarin","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1440,707,"Mac OS","2022-03-09T09:07:43.691Z","success","winter22",3,0,-12,0,15,0,0,5.32573333333333
"DYKSV","SGC4A","113","wi22sona","2218","27549","sona","asynch","TRUE","Look at the X-axis for 12 PM and see which dots are aligned on that X-axis, which are B and F.","I tried my best on each question",2,4,5,"n/a",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1368,793,"Windows 10","2022-03-02T05:13:38.333Z","success","winter22",1,0,-12,0,15,0,0,12.5490166666667
"95CJ3","SGC4A","115","wi22sona","2218","40175","sona","asynch","TRUE","Look at the x axis and find 12 pm.","I tried my best on each question",3,2,4,"",18,"United States","Cantonese","First","Social Sciences (incl. CogSci)","Female","No","chrome",1512,834,"Mac OS","2022-03-01T09:08:20.000Z","success","winter22",1,0,-10.1666666666667,0,13,1,0,10.9447333333333
"QZ539","SGC4A","114","wi22sona","2218","40469","sona","asynch","TRUE","Look at the axis labeled as start time and once you find the time ""12 pm"" you go directly up to see which dot with a letter falls on that imaginary line you created for that time.","I tried my best on most questions",3,2,3,"I think i struggle a little trying to interpret the graph and really trying to figure out the times between shifts. I had alot of self doubts with my answers.",21,"U.S","Spanish","Third","Social Sciences (incl. CogSci)","Female","N/A","chrome",1440,820,"Mac OS","2022-03-01T03:50:01.476Z","success","winter22",1,0,-10.6666666666667,0,13,2,0,12.5052666666667
"JYHJA","SGC4A","114","wi22sona","2218","43032","sona","asynch","TRUE","Go straight up from 12pm on the graph to see which shifts start at 12pm, which is F and B. To see breaks calculate half of the duration of a start of shift and see which half of a shift is at 12pm. To see which shifts end go from the duration and count to see, shift J ends at 12.","I tried my best on each question",3,3,3,"",20,"United States","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-03-03T02:51:16.786Z","success","winter22",2,0,-10.1666666666667,0,13,2,0,26.0635833333333
"37L4A","SGC4A","114","wi22sona","2218","37004","sona","asynch","TRUE","The dots that start at 12PM","I tried my best on each question",4,2,3,"",19,"USA","X-Other","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,742,"Mac OS","2022-03-08T02:57:38.624Z","success","winter22",1.5,0,-4.83333333333333,0,6,3,4,13.055
"N9VVC","SGC4A","115","wi22sona","2218","29581","sona","asynch","TRUE","look up from the 12pm marker on x-axis. points that start before 12pm can also be occurring simultaneously. ","I tried my best on each question",3,2,4,"",21,"United States","X-Other","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1601,876,"Mac OS","2022-03-03T19:06:26.252Z","success","winter22",1,0,-10.8333333333333,0,13,4,0,8.62921666666667
"84U87","SGC4A","115","wi22sona","2217","39764","sona","asynch","TRUE","look at all the dots plotted on x axis 12.","I tried my best on each question",3,3,2,"i was confused at first and then i understood it half way through ",20,"USA","Spanish","Third","Engineering","Female","no","chrome",1200,752,"Mac OS","2022-03-09T19:31:10.638Z","success","winter22",1,0,-7.58333333333333,2,11,6,2,11.5388666666667
"5R5FU","SGC4A","114","wi22sona","2218","38916","sona","asynch","TRUE","find 12pm on the bottom line (x-axis)then the line going upwards to the right will be the line where all the shifts beginning at 12 will be located. On this graph, it will be M and L.","I tried my best on each question",4,3,3,"The lines were a bit confusing, my vision is honestly tired so I got to take a double look.",20,"United States","Spanish","Third","Biomedical & Health Sciences","Female","I have a stigmatism, it is not a liability but due to vision being a key factor in this test I believe it influenced my results.  ","chrome",1440,789,"Mac OS","2022-03-01T03:08:15.858Z","success","winter22",1,10,7.91666666666667,13,2,0,0,9.5685
"AKA30","SGC4A","114","wi22sona","2217","42080","sona","asynch","TRUE","If a shift starts at 12pm, that is where the dot will be placed. If we are counting for a break, you count the amount of spaces over to the left to get the time the break is.","I tried my best on each question",4,4,5,"Maybe this was intentional, but placing the letter choices in alphabetical order would be helpful because then it would easier to select answer choices.",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","None.
","chrome",1504,892,"Windows 10","2022-03-09T19:25:05.188Z","success","winter22",2,0,-9.91666666666667,0,12,5,0,12.3456833333333
"5U2P3","SGC4A","115","wi22sona","2217","36415","sona","asynch","TRUE","I look at 12pm on the X axis and then look to the points directly above ","I tried my best on each question",3,4,3,"It was fun!",22,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","No","chrome",1440,789,"Mac OS","2022-03-09T18:30:34.997Z","success","winter22",2,1,-6.5,1,9,6,0,21.63125
"H4D06","SGC4A","114","wi22sona","2218","28829","sona","asynch","TRUE","look for 12 on the x axis and the points on 12 start at 12","I tried my best on each question",3,4,4,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,764,"Mac OS","2022-03-01T10:19:09.138Z","success","winter22",1,0,-10.5833333333333,0,13,1,0,7.5692
"3EQJ0","SGC4A","115","wi22sona","2218","41656","sona","asynch","TRUE","If the dot is on the 12pm spot on the x-axis","I tried my best on most questions",3,2,2,"",20,"Palestine","Arabic","Third","Social Sciences (incl. CogSci)","Male","","chrome",3840,2036,"Mac OS","2022-03-06T03:01:15.856Z","success","winter22",1,0,-7.16666666666667,1,10,12,1,13.0824833333333
"NU72U","SGC4A","114","wi22sona","2218","41786","sona","asynch","TRUE","Look at the x-axis and from the 12 pm tick find any events in that region","I tried my best on each question",2,4,3,"",20,"United States","Arabic","Third","Social Sciences (incl. CogSci)","Male","","chrome",1536,754,"Windows 10","2022-03-04T01:12:13.347Z","success","winter22",2,0,-12,0,15,0,0,11.1333
"Y0KJD","SGC4A","113","wi22sona","2217","36378","sona","asynch","TRUE","On the horizontal axis, locate the interval labeled '12 PM'. Locate the dots (representing shifts) that are aligned with this interval vertically (B and F).","I tried my best on most questions",3,3,4,"Figuring out when each shift would end and have a break was a bit tedious. Otherwise, I thought the graph was a really creative way to organize shifts. ",20,"United States","English","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1439,740,"Mac OS","2022-03-09T19:20:01.117Z","success","winter22",1,0,-10.25,0,13,3,0,14.6741833333333
"O8JYV","SGC4A","114","wi22sona","2218","28896","sona","asynch","TRUE","Looking at the X axis the letter that is plotted determines what time it starts","I tried my best on most questions",5,1,3,"",21,"United States","English","Fourth","Humanities","Other-Not Listed","no","chrome",1280,721,"Mac OS","2022-03-06T01:41:44.695Z","success","winter22",1,1,-6.83333333333333,1,10,4,2,11.9086166666667
"OTNWU","SGC4A","113","wi22sona","2218","43128","sona","asynch","TRUE","Look at the x-axis, determine where 12pm is and any dots that vertically align with it begin at 12pm.","I tried my best on each question",3,3,3,"",18,"USA","English","First","Engineering","Female","no","chrome",1536,842,"Windows 10","2022-03-08T03:20:15.509Z","success","winter22",1,0,-12,0,14,3,0,12.4263166666667
"1TY3A","SGC4A","11111","wi22sona","2218","42450","sona","asynch","TRUE","To determine what events start at 12pm, you would have to pin point the exact time on the x axis then use the diagonal line going to the right and follow it up to a marked point, the point being the shift/event that starts at that time. in this case, the event that starts at 12pm would be M and L","I tried my best on each question",2,3,5,"",18,"United States","English","First","Fine Arts","Male","","chrome",1440,704,"Mac OS","2022-03-09T04:59:36.192Z","success","winter22",2,10,8,13,2,0,0,11.7402333333333
"NTFMX","SGC4A","11111","wi22sona","2218","43205","sona","asynch","TRUE","Any dots that are on 12pm start at 12pm, and any dots that have a duration that equal to their distance in hours to the right of 12pm also start at 12pm ","I tried my best on most questions",4,2,3,"I only realized how to interpret the graph halfway through the study",19,"United States","English","Second","Social Sciences (incl. CogSci)","Male","no","chrome",1536,754,"Windows 10","2022-03-09T04:59:12.609Z","success","winter22",1,0,-11,0,13,6,0,18.4019833333333
"UDKAD","SGC4A","11111","wi22sona","2218","32053","sona","asynch","TRUE","Looking at the 12pm tick and tracking the corners until I find event that start at the designated time (i.e. 12pm).","I tried my best on each question",4,3,4,"It was a good experience. Thank you",20,"United States","English","Third","Social Sciences (incl. CogSci)","Female","I don't think so","chrome",1280,720,"Windows 10","2022-03-07T06:24:02.179Z","success","winter22",1,1,-5.08333333333333,3,8,11,0,11.8208333333333
"PHZQD","SGC4A","11111","wi22sona","2218","43250","sona","asynch","TRUE","find plot point and refer to x axis
","I tried my best on most questions",4,3,5,"",21,"United States","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1500,928,"Windows 10","2022-03-07T05:13:30.623Z","success","winter22",1,0,-11.0833333333333,0,14,1,0,10.4007833333333
"78OYN","SGC4A","11111","wi22sona","2218","41237","sona","asynch","TRUE","Look at the vertical dots that line up with the 12pm time slot","I tried my best on each question",5,2,3,"This was hard for me and I found myself re-reading the questions a lot to try and make sure I was looking at the correct parts of the graph",23,"USA","English","Fourth","Humanities","Female","I have Dyslexia ","chrome",1440,776,"Mac OS","2022-03-09T05:28:22.956Z","success","winter22",1,0,-6.41666666666667,0,8,5,2,12.2325666666667
"MHFR0","SGC4A","11111","wi22sona","2218","38104","sona","asynch","TRUE","The dots are place vertically in line with 12 pm","I tried my best on most questions",3,2,5,"I am very curious about what this study is measuring! I am not sure if I interpreted the graph correctly.",20,"United States ","English","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1200,749,"Mac OS","2022-03-07T06:59:55.965Z","success","winter22",1.5,0,-11.0833333333333,1,15,0,0,8.52225
"1UMKK","SGC4A","11111","wi22sona","2218","41667","sona","asynch","TRUE","on the x axis where 12 pm is","I tried my best on each question",3,3,2,"",21,"United States","English","Third","Biomedical & Health Sciences","Female","no","chrome",1440,821,"Mac OS","2022-03-08T23:05:34.400Z","success","winter22",1,0,-12,0,15,0,0,10.96325
"2KQFZ","SGC4A","11111","wi22sona","2217","36194","sona","asynch","TRUE","shifts that are on the same X-axis point as 12 PM will start at 12 PM","I tried my best on each question",5,4,3,"",21,"United States","X-Other","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1536,746,"Windows 10","2022-03-09T21:45:46.931Z","success","winter22",1,0,-10.0833333333333,0,13,1,1,9.48961666666667
"4W5AK","SGC4A","11111","wi22sona","2218","28953","sona","asynch","TRUE","Look for the ""12pm"" on the X axis (Time of Day axis) and move straight up until you hit a point.","I tried my best on most questions",3,3,3,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","none","chrome",1280,720,"Windows 10","2022-03-07T00:47:32.426Z","success","winter22",1,0,-11.1666666666667,0,14,1,0,12.0942833333333
"ZXEE1","SGC4A","11111","wi22sona","2218","31689","sona","asynch","TRUE","the dot along the x axis","I tried my best on most questions",5,1,4,"",20,"france","French","Third","Biomedical & Health Sciences","Female","","chrome",1600,762,"Windows 10","2022-03-08T20:07:17.141Z","success","winter22",2,0,-9.33333333333333,0,11,3,0,12.8625
"3A8W2","SGC4A","11111","wi22sona","2218","36840","sona","asynch","TRUE","I looked at the x-axis to see which lettered dot aligns with 12 pm, and followed the points of the diamonds that two triangles made when the dots were too high up or close together.","I tried my best on most questions",3,3,3,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1707,948,"Windows 10","2022-03-08T23:20:17.990Z","success","winter22",2,0,-12,0,15,0,0,8.9272
"C3FKR","SGC4A","11111","wi22sona","2218","42959","sona","asynch","TRUE","The point is right appear on 12pm","I tried my best on most questions",4,3,2,"",22,"China","Mandarin","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-08T21:14:44.833Z","success","winter22",1,1,-4.75,2,7,9,0,6.12618333333333
"MAZUR","SGC4A","11111","wi22sona","2218","32803","sona","asynch","TRUE","I just realized this on the last one, but events start on the left of the triangle, so you take the left hand hypotnuse and go upwards. So if you take this, you find M and L.","I tried my best on each question",3,1,3,"Nothing, honestly, I'm just dumb and read the chart incorrectly.",21,"US","English","Fourth","Social Sciences (incl. CogSci)","Other-Not Listed","N/A","chrome",1920,969,"Windows 10","2022-03-07T02:10:02.916Z","success","winter22",1,1,-10,2,13,0,0,12.8114666666667
"QTJAD","SGC4A","11111","wi22sona","2218","43027","sona","asynch","TRUE","To determine the event that starts at 12pm we have to observe the line that slants to the right. The dots on the line show the halfway point of that person's shift. So for this graph, we would see that M and L both start at 12pm. M has a duration of one hour and L has a duration of 7 hours.","I tried my best on each question",3,4,5,"I think that your study did really well in reminding students to have no distractions!",20,"United States","Spanish","Third","Social Sciences (incl. CogSci)","Female","No.","chrome",1440,695,"Mac OS","2022-03-09T03:56:45.452Z","success","winter22",1,11,10,14,1,0,0,16.3010666666667
